"","TemperatureAirMin","TemperatureAirMax","TemperatureAirMean","Radiation","PET","Rainfall","ThermalTime","WaterStress","WaterStressConductance","WaterStressRUE","WaterSupplyDemandRatio....WaterDemand.WaterAvailable","ThermalStressRUE....ThermalStressRUE","NitrogenAbsorbed....NitrogenAbsorbed","NitrogenNutritionIndex....NNI","NitrogenStressRUE....NitrogenStressRUE","LAI","RIE","RUE","CropBiomass","CropYield","a_water_stress"
"11",10.2,22,16.1,18.82,3.3,0,93.4424750341025,0.0648603994147948,0.927433511777619,0.282365160891352,0,0.743421052631579,0,0,1,0,0,0.209916205136334,0,236.233462180213,-7.67663436303847
"12",11.5,18.2,14.85,14.27,2.7,0,103.589119835888,0.0583474265702365,0.903836018123865,0.255328536943967,0,0.661184210526316,0,0,1,0,0,0.168819197124136,0,236.233462180213,-7.67663436303847
"13",11.5,20.8,16.15,18.5,3.5,0,115.072566754628,0.0524938924561288,0.882425622255103,0.230682463602652,0,0.746710526315789,0,0,1,0,0,0.172253023808559,0,236.233462180213,-7.67663436303847
"14",6.1,22.5,14.3,24.41,3.6,0,124.705783776627,0.0481224765352017,0.859771555791462,0.21207978788955,0,0.625,0,0,1,0,0,0.132549867430969,0,236.233462180213,-7.67663436303847
"15",5.6,23.3,14.45,24.99,3.8,0,134.509645536932,0.0443364085503176,0.840557761341805,0.195842387086472,0,0.634868421052632,0,0,1,0,0,0.124334147064767,0,236.233462180213,-7.67663436303847
"16",4,24.6,14.3,25.45,4.2,0,144.178517982513,0.041067441304291,0.822239530967239,0.181735419733453,0,0.625,0,0,1,0,0,0.113584637333408,0,236.233462180213,-7.67663436303847
"17",10.1,23.8,16.95,25.01,5,0,156.565285470092,0.0377250615044355,0.80512963985294,0.167233934134195,0,0.799342105263158,0,0,1,1.41545550992357,0.72026427447853,0.133677124982267,115.585644699245,236.233462180213,-7.67663436303847
"18",8.4,21.4,14.9,19.7,3.9,0,166.881047546507,0.0340727105209871,0.786374181766814,0.151304645393736,0.0488749726114538,0.664473684210526,0.607601622917067,0.123320836337692,0.123320836337692,2.50589437947216,0.895158431686501,0.0123984247143755,126.080437761354,236.233462180213,-7.67663436303847
"19",10.6,18.2,14.4,20.43,4,1,176.707209530471,0.0311062064880562,0.764414600037611,0.13830810689848,0.0644845193979284,0.631578947368421,1.35839895835775,0.262152176154838,0.144893482232186,3.46818266770436,0.955903038579555,0.0126568062501867,137.944886878469,236.233462180213,-7.67663436303847
"20",8.9,10.3,9.6,2.32,0.7,12,181.629387282455,0.0345969108646593,0.745463016699609,0.153595921941624,0.0104511070207839,0.315789473684211,1.46932384058167,0.269147326994351,0.0203189621805306,4.00552213605877,0.972811737442997,0.000985550440741765,138.051653839344,236.233462180213,-7.67663436303847
"21",8.2,18.7,13.45,18.49,2.9,5,190.480361359947,0.0329618846835994,0.767660026020498,0.146443884231744,0.0440633196186598,0.569078947368421,1.93408598933378,0.354122434212269,0.0850958563132526,4.93297409743235,0.98820024709152,0.00709172966244495,144.271437492026,236.233462180213,-7.67663436303847
"22",11.7,16.8,14.25,7.74,1.7,2.5,200.159586065307,0.0313901702558219,0.757434174223079,0.139554316950033,0.0262388195244918,0.62171052631579,2.19545425182445,0.391833516348757,0.0466476790707783,5.89674155347076,0.995043559307302,0.00404726402340482,145.767624321848,236.233462180213,-7.67663436303847
"23",6.2,22.8,14.5,22.42,3.6,0,210.104685800695,0.0286836540940336,0.747319860424666,0.12765901242626,0.0583952823182351,0.638157894736842,2.75988170325637,0.489630926520259,0.100135138282197,6.7931072434999,0.9977878635681,0.00815766991868687,154.527162128584,236.233462180213,-7.67663436303847
"24",11.6,21.3,16.45,13.05,2.9,6,222.070097603874,0.0284443674376967,0.72926025478149,0.126605511795562,0.0451946084240139,0.766447368421053,3.1682948179238,0.543381169575576,0.0700452478924986,7.8383667261258,0.999136511564895,0.00679694298940295,158.781090824391,236.233462180213,-7.67663436303847
"25",9.8,16.1,12.95,14.03,2.8,3.5,230.442083143921,0.0273696641311521,0.727625104237338,0.121870455920267,0.043695153961448,0.536184210526316,3.5451618040619,0.598514348455258,0.0636248247976451,8.96878060801126,0.999687811238163,0.00415756507949866,161.580087363384,236.233462180213,-7.67663436303847
"26",5.1,17.4,11.25,11.52,2,10.5,237.072550611242,0.0264998654829163,0.720205477021932,0.11803411728361,0.0312280456458622,0.424342105263158,3.7735629948076,0.630650081180317,0.0381711474496803,9.99361092038062,0.999875878524199,0.00191187237712301,162.637145093185,236.233462180213,-7.67663436303847
"27",8.3,15.7,12,18.3,3.4,2,244.478390807061,0.0253263057739607,0.714110839139897,0.112852439897547,0.0537365055772478,0.473684210526316,4.1558148603837,0.691911484586516,0.0636420208027035,11.4201485044937,0.999965623372376,0.0034020745235979,165.625424624209,236.233462180213,-7.67663436303847
"28",9.2,16.1,12.65,16.68,3.2,0,252.559366912485,0.0236063062501371,0.705762923026178,0.105247012404294,0.0524525244138509,0.516447368421053,4.5116534961954,0.743265325660393,0.0586220816275379,13.1487761879003,0.999992745572379,0.00318637643256048,168.176546544111,236.233462180213,-7.67663436303847
"29",8.2,18.6,13.4,13.7,2.5,1.5,261.423150183407,0.0226188810346516,0.69327526637023,0.100875225839296,0.0413068072209254,0.56578947368421,4.77776298314888,0.780157790872439,0.0434528439782501,15.161914851518,0.999998814947365,0.00248003374125821,169.807414799695,236.233462180213,-7.67663436303847
"30",12,18.4,15.2,14.99,3.2,1,272.149736771714,0.0212847235476378,0.685974434319784,0.0949621333207828,0.0540900896388362,0.684210526315789,5.85636210603253,0.95094382510406,0.175140668745929,18.5160545347374,0.999999942094246,0.0113796057873393,177.995268281678,236.233462180213,-7.67663436303847
"31",11.6,17.5,14.55,11.46,2.8,8,282.215673477391,0.0222088353470017,0.675962353152016,0.0990586093176484,0.0437948447121164,0.641447368421053,6.68647857406301,1.05648260303905,0.131160759322903,22.3795395974487,0.999999998210958,0.0083340706284107,182.579673844752,236.233462180213,-7.67663436303847
"32",9.9,16.6,13.25,16.08,3.2,1.5,290.933610217397,0.0212174285872506,0.682915100585242,0.0946636955144828,0.0507943491295308,0.555921052631579,7.63170700317698,1.18817682932089,0.147162164037622,26.1630825439476,0.999999999940603,0.00774448853494397,188.557179875208,236.233462180213,-7.67663436303847
"33",11.7,16.3,14,14.22,3.6,0,300.432193503132,0.0197625196125583,0.675452950287534,0.0882074338419667,0.0594378142424614,0.605263157894737,8.6890816686991,1.32775728879392,0.161574832952768,30.5710205592123,0.999999999998876,0.00864018315655068,194.454623290537,236.233462180213,-7.67663436303847
"34",5.8,18.6,12.2,27.49,4.2,0,308.080582225987,0.0183534635991793,0.664339563709436,0.0819475699113776,0.0726929377997012,0.486842105263158,9.91079839695349,1.48763312918843,0.183382428603695,36.4361131984888,0.999999999999994,0.00753673073213146,204.399490226199,236.233462180213,-7.67663436303847
"35",4.8,22.4,13.6,27.83,4.8,0,317.185590303677,0.0168600633490091,0.653399911716391,0.0753059441814423,0.0878461913952829,0.578947368421053,11.2935337969637,1.64684742478561,0.201633454470994,43.7718224485397,1,0.0093545675817053,216.895695784544,236.233462180213,-7.67663436303847
"36",13.3,20.6,16.95,13.96,3.7,0,329.771014715937,0.0155716955689715,0.641625998139873,0.0695707676151134,0.070790444514261,0.799342105263158,12.3254938755407,1.7365231872394,0.145391545592392,53.6844127380276,1,0.00898351434057033,222.915369073874,236.233462180213,-7.67663436303847
"37",12.9,20.2,16.55,10.02,2.3,0,341.954203281516,0.0146462168991827,0.631328880358065,0.0654481316117932,0.0452623283666321,0.773026315789474,12.9453395131284,1.79512227471067,0.0859536136373548,62.9171944151689,1,0.00502942582770764,225.334321719968,236.233462180213,-7.67663436303847
"38",11.3,20.9,16.1,22.17,3.8,0,353.679244964719,0.0135342844012615,0.623856917519849,0.0604919745990002,0.0784407166675266,0.743421052631579,13.9762013989688,1.92597696003592,0.14205692837642,71.6719051941275,1,0.00766802081799592,233.494322753646,236.233462180213,-7.67663436303847
"39",11.9,20,15.95,10.06,2.4,0,365.258741497767,0.0127347549685447,0.614801315651349,0.0569264164077103,0.0510978530016848,0.733552631578947,14.6051975656505,1.97155531010402,0.0849081792205916,79.7700730992995,1,0.00440901329637743,235.623347094201,236.233462180213,-7.67663436303847
"40",9.4,23.4,16.4,23.09,4,2,377.313183063034,0.0121580175215079,0.608240029942233,0.0543535077380104,0.0865755669147338,0.763157894736842,15.6254866529134,2.09820889625038,0.137005629789012,88.1063544529634,1,0.0073224894769112,243.739008631251,236.233462180213,-7.67663436303847
"41",13.3,18.6,15.95,13.67,3.4,4,388.905300053762,0.0121472696009643,0.603482519527156,0.0543055527612351,0.0716032101064059,0.733552631578947,16.41789043334,2.16173586335949,0.1043354307525,100.332141568969,1,0.00553510080584225,247.370920376013,236.233462180213,-7.67663436303847
"42",8.2,17.2,12.7,13,2.5,2,397.118619053881,0.0119233505603197,0.603393670734424,0.0533064161219721,0.0524746112325971,0.519736842105263,16.9729330245724,2.21572818135288,0.0724579251838354,109.021603516965,1,0.00273494167211023,249.07752397941,236.233462180213,-7.67663436303847
"43",8.3,16.9,12.6,19.28,3.6,1,405.229417013503,0.0113457558986047,0.60154107740773,0.0507286753013219,0.0777372037483857,0.513157894736842,17.7658301581517,2.31000686630075,0.103096664019272,117.516610322723,1,0.00373757762675536,252.536427818314,236.233462180213,-7.67663436303847
"44",8,19,13.5,22.33,4.1,0,414.280245363488,0.0105091042802471,0.596749023006584,0.0469936022080171,0.0934724291013865,0.572368421052632,18.6660018381658,2.40771546959547,0.116112561117949,126.597426819774,1,0.00445492777579267,257.31139760552,236.233462180213,-7.67663436303847
"45",5.1,20.6,12.85,29.53,4.7,0,422.660476457108,0.00964237231661662,0.58977503898134,0.0431228561091481,0.114379557258574,0.529605263157895,19.691986525012,2.51261005933681,0.130911091251302,134.564027230979,1,0.00435813755987568,263.48879610839,236.233462180213,-7.67663436303847
"46",5.6,21,13.3,29.61,4.9,0,431.5153411816,0.0087854531396086,0.582512088832628,0.0392946594704364,0.128148297475781,0.55921052631579,20.7481319412982,2.61119166167263,0.132917898937736,142.402516353134,1,0.0043540258343591,269.677085946248,236.233462180213,-7.67663436303847
"47",9.2,22,15.6,26.53,4.5,0,442.774021510483,0.00799505193417355,0.575295991774775,0.0357625993417965,0.126233874053305,0.710526315789474,21.6953507646183,2.69388422419278,0.117614961504185,151.47487473585,1,0.0045807858725648,275.510441907807,236.233462180213,-7.67663436303847
"48",6.6,24,15.3,28.42,5.4,0,453.726979549083,0.00713921193032356,0.568611391809639,0.0319371083460527,0.16575798454483,0.69078947368421,22.8303215961134,2.7998434593611,0.139189482975487,159.380640714161,1,0.00483219348882306,282.102326977519,236.233462180213,-7.67663436303847
"49",13.5,23,18.25,25.41,6.5,0,467.766970333423,0.00617116208181631,0.561345141754735,0.0276089321077329,0.224689017551918,0.884868421052632,24.1956431798284,2.92686776411607,0.165158483340461,172.705847212586,1,0.00656067774838387,290.104254413668,236.233462180213,-7.67663436303847
"50",15.2,21.2,18.2,23.18,6.2,0,481.765823641516,0.00529922390385632,0.553094546199542,0.0237095827349769,0.243140243366821,0.881578947368421,25.4555625626194,3.02972437210666,0.149955769059954,184.321840618593,1,0.00526017214776151,295.956932352154,236.233462180213,-7.67663436303847
"51",16,21.9,18.95,18.2,5.1,0.5,496.55874608046,0.00468168299765305,0.545637852335988,0.0209474667168614,0.220458551921159,0.930921052631579,26.4183838043701,3.10810372143906,0.113275221782152,199.775432882964,1,0.00382899790643611,299.301944923216,236.233462180213,-7.67663436303847
"52",13.9,25.7,19.8,29.73,6.7,0,512.248229905933,0.00384389726584649,0.54034411635158,0.0171997438899816,0.343355652215166,0.986842105263158,27.7016262979244,3.23790074427091,0.14999162071834,218.732089624135,1,0.00456212969954818,305.812286489659,236.233462180213,-7.67663436303847
"53",8.5,20.3,14.4,13.33,3.2,2.5,522.296407801068,0.00384379705301621,0.533148025900616,0.0171992955702289,0.160880383573678,0.631578947368421,28.1786689438603,3.25280788044435,0.0550674725303691,231.027129532758,1,0.0010943528320942,306.512497205747,236.233462180213,-7.67663436303847
"54",5.7,21,13.35,24.48,3.9,0,531.245566975639,0.00338242680729856,0.533147164244942,0.0151352041078405,0.218962361406781,0.5625,28.7644085076934,3.31602119522229,0.0675252824347595,243.868983221546,1,0.00107091904356284,307.770869918695,236.233462180213,-7.67663436303847
"55",12.4,22.8,17.6,23.94,4.5,9.5,544.648218916726,0.00433473215349358,0.529178171025907,0.0193954937387004,0.192747178743828,0.842105263157895,29.2067725738691,3.35902634394894,0.0508756161997172,275.64744913606,1,0.00158950377086234,309.597400491868,236.233462180213,-7.67663436303847
"56",11.5,15.4,13.45,9.91,2.2,9,553.698397432044,0.00541544746817463,0.537365878244246,0.0242293843570578,0.0741628690235633,0.569078947368421,29.3597683454166,3.36505359329831,0.0175355256468011,302.891726405362,1,0.000470672035950464,309.821289765929,236.233462180213,-7.67663436303847
"57",9.4,19.7,14.55,20.43,3.6,0.5,563.890430220151,0.00504087901724008,0.546633037839697,0.0225541081013381,0.128053598013818,0.641447368421053,29.6132617397683,3.39268480588414,0.0290418257524809,338.476871451954,1,0.000833869296779542,310.639015353123,236.233462180213,-7.67663436303847
"58",7.7,21.1,14.4,21.62,3.8,10.5,573.928742765511,0.00613148889052771,0.543424431916438,0.0274315290375566,0.109201002990109,0.631578947368421,29.8097801344015,3.40998202963612,0.0224800112973294,390.075081993675,1,0.000787556241733632,311.456309718544,236.233462180213,-7.67663436303847
"59",11.6,20.2,15.9,12.01,2.9,0,585.525183873089,0.00573929908316557,0.552755758938589,0.0256777176703407,0.0873619664517425,0.730263157894737,29.9569004837608,3.42159290912056,0.0168036724769991,446.947698163389,1,0.000650792604670127,311.831478639285,236.233462180213,-7.67663436303847
"60",10,20,15,17.17,3.3,5,596.18479170493,0.00603933409082156,0.549404086430001,0.0270194419913752,0.0928299897644186,0.671052631578947,31.1217192593638,3.55215415926053,0.132949462851346,514.713467860732,1,0.00507465038919659,316.013802504045,236.233462180213,-7.67663436303847
"61",12.6,21.2,16.9,14.36,3.4,7.5,608.826909675921,0.00665196022563096,0.55196861901608,0.0297587327379727,0.085165725354883,0.796052631578947,32.1374278424178,3.63984929621842,0.115038023245675,620.346601178603,1,0.00586554463973333,320.05680511332,236.233462180213,-7.67663436303847
"62",13.7,22.5,18.1,22.59,4.8,0,622.71583861195,0.00608114871187999,0.557196288700037,0.0272064248657493,0.128867290020638,0.875,33.6100859066043,3.77867658448634,0.165566329094179,746.711991758638,1,0.00868751105483505,329.476847100299,236.233462180213,-7.67663436303847
"63",13.2,22.7,17.95,18.38,4.2,0,636.45453017051,0.0055905987597982,0.552325810980803,0.0250127112092471,0.120247872902272,0.865131578947368,34.8687450775086,3.85478067089741,0.139146247806304,864.476777996225,1,0.00679114926778944,335.468270630314,236.233462180213,-7.67663436303847
"64",13.3,21.9,17.6,22.45,4.4,0,649.832921087056,0.00510638753092148,0.548132096448202,0.0228471076322985,0.135317699573323,0.842105263157895,36.1745586960036,3.95755718368433,0.142858192406882,985.214978190809,1,0.00633634786341518,342.29631908793,236.233462180213,-7.67663436303847
"65",12.4,18.5,15.45,11,2.7,0.5,660.968576151733,0.00486067418641834,0.543985854764178,0.0217480872125062,0.0858124213465202,0.700657894736842,36.9320599353135,3.99348481035933,0.0819090432082825,1091.87166054695,1,0.0029292274335404,343.842951172839,236.233462180213,-7.67663436303847
"66",8.6,26.3,17.45,30.28,5.9,0,674.198098621559,0.00428788539349025,0.541879470493192,0.0191859325018464,0.208724784260425,0.832236842105263,38.6711421682184,4.17061330552169,0.187556898847182,1219.47664273036,1,0.00717624264034823,354.273189276027,236.233462180213,-7.67663436303847
"67",15.5,23.9,19.7,23.57,6.4,0,689.788022954589,0.00369129693223524,0.53696353487892,0.0165170515037711,0.257749387362875,0.980263157894737,40.5411773490583,4.29716419411394,0.198214475905571,1362.73434438363,1,0.00787701621555944,363.184930341662,236.233462180213,-7.67663436303847
"68",17.4,27.6,22.5,25.65,7.1,0,708.316673760494,0.00306009054273092,0.531835702878649,0.0136930492686833,0.337223476714476,1,42.597240578615,4.45050331726726,0.214814764979101,1516.97169579759,1,0.00742300238282861,372.324130875401,236.233462180213,-7.67663436303847
"69",17.2,29.7,23.45,28.93,7.2,0,727.849932140865,0.00245218459642012,0.526403013206017,0.010973085619171,0.417048340366241,1,44.6172168734655,4.59483570814908,0.20802416330709,1656.25403733235,1,0.0059268419612509,380.554380696472,236.233462180213,-7.67663436303847
"70",18.4,31,24.7,20.78,6.3,0,748.702813919698,0.00887525019795438,0.521164935259784,0.0396958744776281,0.0984669683598646,1,44.9807728053541,4.57390362816878,0.0369684576808695,2202.57220361288,1,0.00392447007162847,384.468804124717,236.233462180213,-7.67663436303847
"71",16.9,25.5,21.2,18.01,4.2,0,765.798085796156,0.0083716074213492,0.576053733866991,0.0374454269785212,0.0682245460852221,1,45.2418571759813,4.5732272268598,0.026391448689111,2631.29917543667,1,0.00270585050007174,386.807957765019,236.233462180213,-7.67663436303847
"72",18.1,30,24.05,25.02,5.6,0,785.872372182945,0.00776288676937718,0.571799279590187,0.0347249508138918,0.0959572113507518,1,45.5858059345704,4.59181204766099,0.0346456099895321,3093.64102073608,1,0.00338417556226101,390.872217248272,236.233462180213,-7.67663436303847
"73",17.9,31.8,24.85,28.01,6.2,0,806.791252875452,0.00713460924151246,0.566643046131253,0.031916532308629,0.113043469517198,1,45.9565915488579,4.60118212146221,0.0371231216645172,3522.96176092165,1,0.00342539061412384,395.47758642115,236.233462180213,-7.67663436303847
"74",20.9,31.3,26.1,25.43,6.7,0,829.025671116924,0.00649489475356349,0.561305989919011,0.0290564726246796,0.131152911723441,1,46.3429527036963,4.60844927439301,0.0384206374387258,3916.53441809789,1,0.00332005266338645,399.530175504186,236.233462180213,-7.67663436303847
"75",17.8,26.9,22.35,27.81,7.2,0,847.355141773932,0.0058721847805594,0.555857175493949,0.0262719799334692,0.152920669158979,1,46.7453434793126,4.62105772189719,0.0397787429181054,4195.85355096665,1,0.00313519900716928,403.715289954876,236.233462180213,-7.67663436303847
"76",15.5,23.7,19.6,27.09,6.4,0,862.82034220146,0.00534359105393926,0.55054025167064,0.0239080131850884,0.146924529777088,0.973684210526316,47.087308132748,4.62681406212978,0.0336015569801887,4400.45344503169,1,0.00234661731244015,406.766643378588,236.233462180213,-7.67663436303847
"77",15.7,25.7,20.7,21.97,5.4,0,879.44217390322,0.00489702170453457,0.546017797634778,0.0219106648470189,0.132967974850341,1,47.3605507418368,4.63338351997571,0.0267319062400279,4589.4203161756,1,0.00175714151504155,408.61965453469,236.233462180213,-7.67663436303847
"78",15.4,26,20.7,24.14,5.5,2,896.070089963947,0.00465903925784939,0.542191156775772,0.0208461802301521,0.139963718781949,1,47.6158987953835,4.64610069595042,0.0249154756983805,4751.03383326526,1,0.00155817749078524,410.425145956813,236.233462180213,-7.67663436303847
"79",13.6,25.6,19.6,24.99,5.2,0,911.55066821963,0.00425848175030512,0.540149827241362,0.0190543993023737,0.142516048793901,0.973684210526316,47.846253005147,4.65665467344336,0.0224193106057293,4873.83650040062,1,0.00124783423938346,411.921948083638,236.233462180213,-7.67663436303847
"80",11.4,27.9,19.65,30.4,5.6,0,927.088652418654,0.00959313523213176,0.536710977088117,0.0429029278024753,0.0670807004847855,0.976973684210526,47.9438133093032,4.6563081157003,0.00947506684714066,5123.82506623473,1,0.00119144317434228,413.660501963638,236.233462180213,-7.67663436303847
"81",12.2,31.8,22,30.47,5.9,0,945.007443189656,0.00904245876752871,0.582098388952,0.0404429314199803,0.0737065529254656,1,48.0527586181172,4.65550257346944,0.0105549645876095,5357.48810506784,1,0.00128062112687103,415.533487198955,236.233462180213,-7.67663436303847
"82",15.1,33.2,24.15,29.15,6.8,0,965.175050835424,0.00844169894587781,0.577463748957031,0.0377586430608492,0.0893321593635287,1,48.1729288925958,4.65493213161321,0.0116120087525209,5559.77978239825,1,0.00131536108111768,417.373940423655,236.233462180213,-7.67663436303847
"83",19.2,30.5,24.85,24.45,6.4,0,986.082404836336,0.00788709489758005,0.572392019495606,0.0352801011815362,0.0883281347894842,1,48.2785784699817,4.65319851653362,0.0101827450671513,5716.70139925447,1,0.00107774482882466,418.638781754763,236.233462180213,-7.67663436303847
"84",17.8,28.5,23.15,19.1,4.6,12.5,1005.22568198866,0.0085889953370603,0.567696374753694,0.0384168381724213,0.0573120467647038,1,48.3402275676696,4.65097069347634,0.00593146042236175,5843.0476234339,1,0.000683603865515978,419.265509778669,236.233462180213,-7.67663436303847
"85",17.1,26,21.55,19.52,4.6,57.5,1022.68984005488,0.0132260883101309,0.57363697539184,0.0591177301057222,0.0366416219196784,1,48.3786225959765,4.65062795253253,0.00369090689855845,5990.55833716643,1,0.000654594113622979,419.878838279369,236.233462180213,-7.67663436303847
"86",16,28.1,22.05,25.27,6,0,1040.60866236474,0.0126386727714718,0.612276921823869,0.0564978314729649,0.0492341493557034,1,48.432063196092,4.65181951058274,0.00513288119211932,6106.3163245521,1,0.000869989969689326,420.934101313003,236.233462180213,-7.67663436303847
"87",17.3,26,21.65,17.54,4.5,0,1058.12011105782,0.0122187808178443,0.607448846832633,0.0546246161538295,0.037772873449406,1,48.4710118198255,4.64878754948775,0.00373550850877345,6192.60872443792,1,0.000612152155293341,421.449484455588,236.233462180213,-7.67663436303847
"88",14.5,28.8,21.65,28.35,5.6,0,1075.63739684335,0.011871876786736,0.60398469701895,0.0530767227116224,0.0483797957708494,1,48.5186798599488,4.65005798064418,0.00456853218259372,6257.78307535542,1,0.000727448147563951,422.439395894793,236.233462180213,-7.67663436303847
"89",17.7,32.3,25,24.95,6.3,5.5,1096.6431449557,0.011953549619494,0.601114795863853,0.0534411719276386,0.0540553949849414,1,48.5691342967146,4.64856385608908,0.00482900662169684,6314.75132078241,1,0.000774203319329419,423.366581790022,236.233462180213,-7.67663436303847
"90",14.6,21.8,18.2,23.75,5,2.5,1110.57674488144,0.0118586140125582,0.601791100191613,0.0530175388105536,0.0432445572709796,0.881578947368421,49.1281295478689,4.69609003234859,0.0534335837988326,6344.78216221201,1,0.00749232023251522,431.907826855089,236.233462180213,-7.67663436303847
"91",12.4,24.8,18.6,28.21,5.1,0,1124.92735807121,0.0115442422004298,0.601004934951324,0.0516145755916706,0.0453106331273481,0.907894736842105,49.6971244015238,4.69576370867537,0.0537629775644279,6367.67889466402,1,0.00755809640517392,442.142094035407,236.233462180213,-7.67663436303847
"92",13.9,26.3,20.1,17.25,4.2,5.5,1140.84180926626,0.0117565562623843,0.598397911732667,0.052562103125672,0.0366407663226604,1,50.1421954576316,4.6738983449081,0.0414863540282376,6386.1793206966,1,0.00654183005622109,447.558729321958,236.233462180213,-7.67663436303847
"93",16.8,24.9,20.85,12.85,2.9,1,1157.53355373423,0.0116635174546282,0.600159209984308,0.0521468956760394,0.0255013891472226,1,50.4456148915103,4.6690895064722,0.0280835608373448,6398.59872807821,1,0.00439341155159017,450.268585566979,236.233462180213,-7.67663436303847
"94",13.8,24.6,19.2,11.1,2.5,4.5,1172.51043544363,0.0118944436849332,0.599387701810615,0.0531774245469485,0.021557145773455,0.947368421052632,50.6975524693378,4.67600789190374,0.0232370606628627,6405.54222989037,1,0.00351195264026217,452.13975393371,236.233462180213,-7.67663436303847
"95",16.6,24.2,20.4,16.74,3.8,3,1188.73240478665,0.0119165004570224,0.601301703192319,0.0532758489659897,0.0327062119578836,1,51.0755677605937,4.69955610438217,0.0347818760997114,6408.48162081298,1,0.00555910193352597,456.606603519337,236.233462180213,-7.67663436303847
"96",13.9,28.9,21.4,25.02,5,0,1205.99394075412,0.0116080469406406,0.601484356944483,0.0518993369395362,0.0441780185282584,1,51.5754657095693,4.71857092279004,0.0457350000420969,6406.69397019239,1,0.00712084853134346,465.158457771539,236.233462180213,-7.67663436303847
"97",18.6,27.9,23.25,17.6,4.9,18,1225.18391953994,0.0128455090239157,0.598927487360734,0.0574204206983568,0.0391237203312404,1,52.004298169499,4.7068732441046,0.0388133308763798,6400.91967619723,1,0.00668603336287875,470.806818756499,236.233462180213,-7.67663436303847
"98",13.9,19.8,16.85,9.22,2.3,3.5,1237.70489219659,0.0130009570880614,0.609151322281011,0.058113729415251,0.0181446207613482,0.792763157894737,52.2017186363402,4.69178181769367,0.017743740646147,6395.1471385068,1,0.0024523849460193,471.89214623821,236.233462180213,-7.67663436303847
"99",13.8,22.6,18.2,18.01,4.1,0.5,1251.62691723535,0.0127869988785121,0.610429075554126,0.0571594471705097,0.032885966793934,0.881578947368421,52.556060904377,4.7173251369011,0.0318050413085123,6386.23056363883,1,0.00480802202979458,476.048585122526,236.233462180213,-7.67663436303847
"100",14.5,22,18.25,19.79,4.9,1,1265.60325609742,0.0125665732761836,0.608669991027867,0.0561762102651673,0.0399921356060186,0.884868421052632,52.976735894098,4.73095974281312,0.0375673662710515,6374.84267843856,1,0.00560225841864531,481.370282439566,236.233462180213,-7.67663436303847
"101",15.1,22.4,18.75,18.03,4.9,0,1280.10169368365,0.0122615898498495,0.606854776889259,0.0548156129538964,0.0409868629368867,0.917763157894737,53.3956589587869,4.73772412892776,0.0371704732265388,6360.41229603637,1,0.00560988862857291,486.225304454278,236.233462180213,-7.67663436303847
