"id","count","mean","median","sd","min","max"
"all_terpenoid",84,0.661344338919753,0.275387311741568,1.70128350969957,-2.7927179823417,6.82904396282679
"down_terpeniod",5,-2.06732385621895,-1.93769584640164,0.512126509114234,-2.7927179823417,-1.61024807831803
"up_terpenoid",17,3.04035974019202,2.89287097890743,1.30309684972387,1.50689020115358,6.82904396282679
"all_sig_terpenoid",22,1.87952255918953,2.54132177027522,2.47861607036007,-2.7927179823417,6.82904396282679
"ocimene_pathway_genes",25,0.490099133272027,0.0221995867697878,1.8443675073755,-2.7927179823417,5.09410210157477
