GeneID	GO_ID	Aspect	Evidence	Reference
LOC110884445	GO:0006355	P	IEA	PMID:22301074
LOC110884448	GO:0004672	F	IEA	PMID:22301074
LOC110884448	GO:0005524	F	IEA	PMID:22301074
LOC110884448	GO:0006468	P	IEA	PMID:22301074
LOC110884459	GO:0005315	F	IEA	PMID:30032202
LOC110884459	GO:0009536	C	IEA	PMID:30032202
LOC110884459	GO:0055085	P	IEA	PMID:22301074
LOC110884463	GO:0009507	C	IEA	PMID:30032202
LOC110884467	GO:0003723	F	IEA	PMID:30032202
LOC110884467	GO:0005515	F	IEA	PMID:22301074
LOC110884467	GO:0008270	F	IEA	PMID:22301074
LOC110884467	GO:0009451	P	IEA	PMID:30032202
LOC110884473	GO:0003723	F	IEA	PMID:22301074
LOC110884473	GO:0003723	F	IEA	PMID:30032202
LOC110884473	GO:0003735	F	IEA	PMID:22301074
LOC110884473	GO:0003735	F	IEA	PMID:30032202
LOC110884473	GO:0005840	C	IEA	PMID:22301074
LOC110884473	GO:0005840	C	IEA	PMID:30032202
LOC110884473	GO:0006412	P	IEA	PMID:22301074
LOC110884473	GO:0006412	P	IEA	PMID:30032202
LOC110884473	GO:0022627	C	IEA	PMID:30032202
LOC110884498	GO:0016020	C	IEA	PMID:22301074
LOC110884498	GO:0042937	F	IEA	PMID:22301074
LOC110884498	GO:0042938	P	IEA	PMID:22301074
LOC110884498	GO:0055085	P	IEA	PMID:22301074
LOC110884498	GO:0071916	F	IEA	PMID:22301074
LOC110884500	GO:0003723	F	IEA	PMID:22301074
LOC110884522	GO:0004672	F	IEA	PMID:22301074
LOC110884522	GO:0004672	F	IEA	PMID:30032202
LOC110884522	GO:0005524	F	IEA	PMID:22301074
LOC110884522	GO:0006468	P	IEA	PMID:22301074
LOC110884530	GO:0005524	F	IEA	PMID:22301074
LOC110884530	GO:0005524	F	IEA	PMID:30032202
LOC110884530	GO:0005737	C	IEA	PMID:30032202
LOC110884530	GO:0016887	F	IEA	PMID:30032202
LOC110884530	GO:0031072	F	IEA	PMID:30032202
LOC110884530	GO:0034620	P	IEA	PMID:30032202
LOC110884530	GO:0042026	P	IEA	PMID:30032202
LOC110884530	GO:0051082	F	IEA	PMID:30032202
LOC110884530	GO:0051085	P	IEA	PMID:30032202
LOC110884530	GO:0051787	F	IEA	PMID:30032202
LOC110884530	GO:0140662	F	IEA	PMID:22301074
LOC110884530	GO:0140662	F	IEA	PMID:30032202
LOC110884547	GO:0015267	F	IEA	PMID:22301074
LOC110884547	GO:0016020	C	IEA	PMID:22301074
LOC110884547	GO:0055085	P	IEA	PMID:22301074
LOC110884551	GO:0005096	F	IEA	PMID:30032202
LOC110884551	GO:0005634	C	IEA	PMID:30032202
LOC110884551	GO:0005829	C	IEA	PMID:30032202
LOC110884551	GO:0006913	P	IEA	PMID:30032202
LOC110884551	GO:0031267	F	IEA	PMID:30032202
LOC110884551	GO:0048471	C	IEA	PMID:30032202
LOC110884551	GO:0090630	P	IEA	PMID:30032202
LOC110884569	GO:0003899	F	IEA	PMID:22301074
LOC110884569	GO:0003899	F	IEA	PMID:30032202
LOC110884569	GO:0005665	C	IEA	PMID:30032202
LOC110884569	GO:0005666	C	IEA	PMID:30032202
LOC110884569	GO:0005736	C	IEA	PMID:30032202
LOC110884569	GO:0006351	P	IEA	PMID:22301074
LOC110884569	GO:0006351	P	IEA	PMID:30032202
LOC110884572	GO:0005739	C	IEA	PMID:30032202
LOC110884572	GO:0008483	F	IEA	PMID:22301074
LOC110884572	GO:0030170	F	IEA	PMID:22301074
LOC110884576	GO:0005515	F	IEA	PMID:22301074
LOC110884576	GO:0005737	C	IEA	PMID:30032202
LOC110884576	GO:0009267	P	IEA	PMID:30032202
LOC110884576	GO:0010506	P	IEA	PMID:30032202
LOC110884576	GO:0030307	P	IEA	PMID:30032202
LOC110884576	GO:0030674	F	IEA	PMID:30032202
LOC110884576	GO:0031929	P	IEA	PMID:30032202
LOC110884576	GO:0031931	C	IEA	PMID:30032202
LOC110884576	GO:0071230	P	IEA	PMID:30032202
LOC110884576	GO:0071902	P	IEA	PMID:30032202
LOC110884582	GO:0005452	F	IEA	PMID:30032202
LOC110884582	GO:0005886	C	IEA	PMID:30032202
LOC110884582	GO:0006820	P	IEA	PMID:22301074
LOC110884582	GO:0006820	P	IEA	PMID:30032202
LOC110884582	GO:0050801	P	IEA	PMID:30032202
LOC110884582	GO:0055085	P	IEA	PMID:30032202
LOC110884589	GO:0009507	C	IEA	PMID:30032202
LOC110884589	GO:0015995	P	IEA	PMID:22301074
LOC110884589	GO:0016851	F	IEA	PMID:22301074
LOC110884609	GO:0000126	C	IEA	PMID:30032202
LOC110884609	GO:0001156	F	IEA	PMID:30032202
LOC110884609	GO:0070898	P	IEA	PMID:30032202
LOC110884610	GO:0000126	C	IEA	PMID:30032202
LOC110884610	GO:0001156	F	IEA	PMID:30032202
LOC110884610	GO:0070898	P	IEA	PMID:30032202
LOC110884617	GO:0005381	F	IEA	PMID:30032202
LOC110884617	GO:0005384	F	IEA	PMID:22301074
LOC110884617	GO:0005384	F	IEA	PMID:30032202
LOC110884617	GO:0006880	P	IEA	PMID:30032202
LOC110884617	GO:0016020	C	IEA	PMID:30032202
LOC110884617	GO:0030026	P	IEA	PMID:22301074
LOC110884617	GO:0030026	P	IEA	PMID:30032202
LOC110884620	GO:0016491	F	IEA	PMID:22301074
LOC110884620	GO:0016491	F	IEA	PMID:30032202
LOC110884629	GO:0005886	C	IEA	PMID:30032202
LOC110884640	GO:0000413	P	IEA	PMID:22301074
LOC110884640	GO:0003755	F	IEA	PMID:22301074
LOC110884658	GO:0003723	F	IEA	PMID:30032202
LOC110884658	GO:0005515	F	IEA	PMID:22301074
LOC110884658	GO:0008270	F	IEA	PMID:22301074
LOC110884658	GO:0009451	P	IEA	PMID:30032202
LOC110884685	GO:0046872	F	IEA	PMID:22301074
LOC110884689	GO:0000786	C	IEA	PMID:22301074
LOC110884689	GO:0000786	C	IEA	PMID:30032202
LOC110884689	GO:0003677	F	IEA	PMID:22301074
LOC110884689	GO:0003677	F	IEA	PMID:30032202
LOC110884689	GO:0006334	P	IEA	PMID:30032202
LOC110884689	GO:0030527	F	IEA	PMID:22301074
LOC110884689	GO:0030527	F	IEA	PMID:30032202
LOC110884689	GO:0046982	F	IEA	PMID:22301074
LOC110884714	GO:0003841	F	IEA	PMID:30032202
LOC110884714	GO:0012505	C	IEA	PMID:30032202
LOC110884723	GO:0003735	F	IEA	PMID:22301074
LOC110884723	GO:0003735	F	IEA	PMID:30032202
LOC110884723	GO:0005840	C	IEA	PMID:22301074
LOC110884723	GO:0005840	C	IEA	PMID:30032202
LOC110884723	GO:0006412	P	IEA	PMID:22301074
LOC110884723	GO:0006412	P	IEA	PMID:30032202
LOC110884723	GO:0008097	F	IEA	PMID:30032202
LOC110884726	GO:0003700	F	IEA	PMID:22301074
LOC110884726	GO:0003700	F	IEA	PMID:30032202
LOC110884726	GO:0006355	P	IEA	PMID:22301074
LOC110884726	GO:0043565	F	IEA	PMID:22301074
LOC110884738	GO:0004674	F	IEA	PMID:22301074
LOC110884738	GO:0005524	F	IEA	PMID:22301074
LOC110884738	GO:0006468	P	IEA	PMID:22301074
LOC110884738	GO:0048544	P	IEA	PMID:22301074
LOC110884758	GO:0000079	P	IEA	PMID:30032202
LOC110884758	GO:0000307	C	IEA	PMID:30032202
LOC110884758	GO:0005634	C	IEA	PMID:30032202
LOC110884758	GO:0005737	C	IEA	PMID:30032202
LOC110884758	GO:0016538	F	IEA	PMID:30032202
LOC110884758	GO:0044772	P	IEA	PMID:30032202
LOC110884759	GO:0016020	C	IEA	PMID:22301074
LOC110884759	GO:0022857	F	IEA	PMID:22301074
LOC110884759	GO:0055085	P	IEA	PMID:22301074
LOC110884766	GO:0005345	F	IEA	PMID:30032202
LOC110884766	GO:0005886	C	IEA	PMID:30032202
LOC110884766	GO:0055085	P	IEA	PMID:22301074
LOC110884768	GO:0004553	F	IEA	PMID:22301074
LOC110884768	GO:0005975	P	IEA	PMID:22301074
LOC110884771	GO:0016567	P	IEA	PMID:30032202
LOC110884783	GO:0003700	F	IEA	PMID:30032202
LOC110884783	GO:0005634	C	IEA	PMID:30032202
LOC110884783	GO:0010468	P	IEA	PMID:30032202
LOC110884783	GO:0048856	P	IEA	PMID:30032202
LOC110884784	GO:0016020	C	IEA	PMID:22301074
LOC110884784	GO:0022857	F	IEA	PMID:22301074
LOC110884784	GO:0055085	P	IEA	PMID:22301074
LOC110884797	GO:0005524	F	IEA	PMID:22301074
LOC110884797	GO:0005524	F	IEA	PMID:30032202
LOC110884797	GO:0005737	C	IEA	PMID:30032202
LOC110884797	GO:0005739	C	IEA	PMID:30032202
LOC110884797	GO:0016887	F	IEA	PMID:30032202
LOC110884797	GO:0031072	F	IEA	PMID:30032202
LOC110884797	GO:0034620	P	IEA	PMID:30032202
LOC110884797	GO:0042026	P	IEA	PMID:30032202
LOC110884797	GO:0051082	F	IEA	PMID:22301074
LOC110884797	GO:0051082	F	IEA	PMID:30032202
LOC110884797	GO:0051085	P	IEA	PMID:30032202
LOC110884797	GO:0051787	F	IEA	PMID:30032202
LOC110884797	GO:0140662	F	IEA	PMID:22301074
LOC110884797	GO:0140662	F	IEA	PMID:30032202
LOC110884805	GO:0004672	F	IEA	PMID:22301074
LOC110884805	GO:0005515	F	IEA	PMID:22301074
LOC110884805	GO:0005524	F	IEA	PMID:22301074
LOC110884805	GO:0005886	C	IEA	PMID:30032202
LOC110884805	GO:0006468	P	IEA	PMID:22301074
LOC110884807	GO:0003989	F	IEA	PMID:22301074
LOC110884807	GO:0003989	F	IEA	PMID:30032202
LOC110884807	GO:0006633	P	IEA	PMID:22301074
LOC110884807	GO:0006633	P	IEA	PMID:30032202
LOC110884807	GO:0009317	C	IEA	PMID:22301074
LOC110884807	GO:0009317	C	IEA	PMID:30032202
LOC110884807	GO:0016743	F	IEA	PMID:22301074
LOC110884807	GO:0016743	F	IEA	PMID:30032202
LOC110884809	GO:0005515	F	IEA	PMID:22301074
LOC110884822	GO:0000727	P	IEA	PMID:30032202
LOC110884822	GO:0000811	C	IEA	PMID:30032202
LOC110884822	GO:0006261	P	IEA	PMID:22301074
LOC110884822	GO:0006261	P	IEA	PMID:30032202
LOC110884826	GO:0006869	P	IEA	PMID:22301074
LOC110884826	GO:0006869	P	IEA	PMID:30032202
LOC110884826	GO:0008289	F	IEA	PMID:22301074
LOC110884826	GO:0008289	F	IEA	PMID:30032202
LOC110884826	GO:0016020	C	IEA	PMID:30032202
LOC110884835	GO:0010345	P	IEA	PMID:30032202
LOC110884835	GO:0035336	P	IEA	PMID:30032202
LOC110884835	GO:0043231	C	IEA	PMID:30032202
LOC110884835	GO:0080019	F	IEA	PMID:30032202
LOC110884842	GO:0010345	P	IEA	PMID:30032202
LOC110884842	GO:0035336	P	IEA	PMID:30032202
LOC110884842	GO:0043231	C	IEA	PMID:30032202
LOC110884842	GO:0080019	F	IEA	PMID:30032202
LOC110884844	GO:0003700	F	IEA	PMID:30032202
LOC110884844	GO:0005634	C	IEA	PMID:30032202
LOC110884844	GO:0010468	P	IEA	PMID:30032202
LOC110884844	GO:0048856	P	IEA	PMID:30032202
LOC110884853	GO:0009535	C	IEA	PMID:30032202
LOC110884853	GO:0015979	P	IEA	PMID:22301074
LOC110884853	GO:0015979	P	IEA	PMID:30032202
LOC110884853	GO:0015995	P	IEA	PMID:22301074
LOC110884853	GO:0015995	P	IEA	PMID:30032202
LOC110884853	GO:0046872	F	IEA	PMID:22301074
LOC110884853	GO:0046872	F	IEA	PMID:30032202
LOC110884853	GO:0048529	F	IEA	PMID:22301074
LOC110884853	GO:0048529	F	IEA	PMID:30032202
LOC110884856	GO:0004190	F	IEA	PMID:22301074
LOC110884856	GO:0004190	F	IEA	PMID:30032202
LOC110884856	GO:0006508	P	IEA	PMID:22301074
LOC110884856	GO:0006508	P	IEA	PMID:30032202
LOC110884860	GO:0004190	F	IEA	PMID:22301074
LOC110884860	GO:0004190	F	IEA	PMID:30032202
LOC110884860	GO:0006508	P	IEA	PMID:22301074
LOC110884860	GO:0006508	P	IEA	PMID:30032202
LOC110884896	GO:0004497	F	IEA	PMID:22301074
LOC110884896	GO:0005506	F	IEA	PMID:22301074
LOC110884896	GO:0016705	F	IEA	PMID:22301074
LOC110884896	GO:0020037	F	IEA	PMID:22301074
LOC110884900	GO:0005886	C	IEA	PMID:30032202
LOC110884941	GO:0005634	C	IEA	PMID:30032202
LOC110884941	GO:0008540	C	IEA	PMID:30032202
LOC110884941	GO:0034515	C	IEA	PMID:30032202
LOC110884941	GO:0043161	P	IEA	PMID:30032202
LOC110884969	GO:0003723	F	IEA	PMID:22301074
LOC110884969	GO:0003723	F	IEA	PMID:30032202
LOC110884969	GO:0009982	F	IEA	PMID:22301074
LOC110884969	GO:0009982	F	IEA	PMID:30032202
LOC110884969	GO:0031119	P	IEA	PMID:30032202
LOC110884981	GO:0005515	F	IEA	PMID:22301074
LOC110884981	GO:0019005	C	IEA	PMID:30032202
LOC110884981	GO:0031146	P	IEA	PMID:30032202
LOC110884990	GO:0051082	F	IEA	PMID:30032202
LOC110884998	GO:0005783	C	IEA	PMID:30032202
LOC110884998	GO:0016020	C	IEA	PMID:22301074
LOC110884998	GO:0016020	C	IEA	PMID:30032202
LOC110884998	GO:0030674	F	IEA	PMID:30032202
LOC110885007	GO:0001732	P	IEA	PMID:30032202
LOC110885007	GO:0002188	P	IEA	PMID:30032202
LOC110885007	GO:0003729	F	IEA	PMID:30032202
LOC110885007	GO:0003743	F	IEA	PMID:30032202
LOC110885007	GO:0043614	C	IEA	PMID:30032202
LOC110885007	GO:0071540	C	IEA	PMID:30032202
LOC110885007	GO:0071541	C	IEA	PMID:30032202
LOC110885021	GO:0004672	F	IEA	PMID:22301074
LOC110885021	GO:0005515	F	IEA	PMID:22301074
LOC110885021	GO:0005524	F	IEA	PMID:22301074
LOC110885021	GO:0005886	C	IEA	PMID:30032202
LOC110885021	GO:0006468	P	IEA	PMID:22301074
LOC110885036	GO:0005634	C	IEA	PMID:30032202
LOC110885036	GO:0005680	C	IEA	PMID:22301074
LOC110885036	GO:0005680	C	IEA	PMID:30032202
LOC110885036	GO:0008270	F	IEA	PMID:22301074
LOC110885036	GO:0016567	P	IEA	PMID:30032202
LOC110885036	GO:0031145	P	IEA	PMID:22301074
LOC110885036	GO:0045842	P	IEA	PMID:30032202
LOC110885036	GO:0061630	F	IEA	PMID:22301074
LOC110885036	GO:0061630	F	IEA	PMID:30032202
LOC110885036	GO:0097602	F	IEA	PMID:22301074
LOC110885036	GO:0097602	F	IEA	PMID:30032202
LOC110885058	GO:0004124	F	IEA	PMID:22301074
LOC110885058	GO:0004124	F	IEA	PMID:30032202
LOC110885058	GO:0005737	C	IEA	PMID:30032202
LOC110885058	GO:0006535	P	IEA	PMID:22301074
LOC110885058	GO:0006535	P	IEA	PMID:30032202
LOC110885065	GO:0003700	F	IEA	PMID:22301074
LOC110885065	GO:0003700	F	IEA	PMID:30032202
LOC110885065	GO:0006355	P	IEA	PMID:22301074
LOC110885065	GO:0006355	P	IEA	PMID:30032202
LOC110885065	GO:0046983	F	IEA	PMID:22301074
LOC110885073	GO:0005783	C	IEA	PMID:30032202
LOC110885073	GO:0016236	P	IEA	PMID:30032202
LOC110885080	GO:0009055	F	IEA	PMID:22301074
LOC110885080	GO:0009507	C	IEA	PMID:30032202
LOC110885080	GO:0022900	P	IEA	PMID:22301074
LOC110885080	GO:0051537	F	IEA	PMID:22301074
LOC110885081	GO:0009055	F	IEA	PMID:22301074
LOC110885081	GO:0009507	C	IEA	PMID:30032202
LOC110885081	GO:0022900	P	IEA	PMID:22301074
LOC110885081	GO:0051537	F	IEA	PMID:22301074
LOC110885125	GO:0005634	C	IEA	PMID:30032202
LOC110885125	GO:1901537	P	IEA	PMID:30032202
LOC110885130	GO:0000226	P	IEA	PMID:30032202
LOC110885130	GO:0008017	F	IEA	PMID:30032202
LOC110885139	GO:0009507	C	IEA	PMID:30032202
LOC110885157	GO:0003723	F	IEA	PMID:30032202
LOC110885157	GO:0003735	F	IEA	PMID:22301074
LOC110885157	GO:0003735	F	IEA	PMID:30032202
LOC110885157	GO:0005840	C	IEA	PMID:22301074
LOC110885157	GO:0005840	C	IEA	PMID:30032202
LOC110885157	GO:0006412	P	IEA	PMID:22301074
LOC110885157	GO:0006412	P	IEA	PMID:30032202
LOC110885157	GO:0022625	C	IEA	PMID:30032202
LOC110885175	GO:0003677	F	IEA	PMID:22301074
LOC110885175	GO:0003677	F	IEA	PMID:30032202
LOC110885175	GO:0005634	C	IEA	PMID:22301074
LOC110885178	GO:0009507	C	IEA	PMID:30032202
LOC110885197	GO:0006633	P	IEA	PMID:22301074
LOC110885197	GO:0016836	F	IEA	PMID:22301074
LOC110885198	GO:0004601	F	IEA	PMID:22301074
LOC110885198	GO:0004601	F	IEA	PMID:30032202
LOC110885198	GO:0006979	P	IEA	PMID:22301074
LOC110885198	GO:0006979	P	IEA	PMID:30032202
LOC110885198	GO:0009505	C	IEA	PMID:30032202
LOC110885198	GO:0009506	C	IEA	PMID:30032202
LOC110885198	GO:0020037	F	IEA	PMID:22301074
LOC110885198	GO:0020037	F	IEA	PMID:30032202
LOC110885198	GO:0042744	P	IEA	PMID:22301074
LOC110885200	GO:0003746	F	IEA	PMID:22301074
LOC110885200	GO:0003746	F	IEA	PMID:30032202
LOC110885200	GO:0003924	F	IEA	PMID:22301074
LOC110885200	GO:0005525	F	IEA	PMID:22301074
LOC110885200	GO:0005739	C	IEA	PMID:30032202
LOC110885200	GO:0070125	P	IEA	PMID:30032202
LOC110885212	GO:0015297	F	IEA	PMID:22301074
LOC110885212	GO:0016020	C	IEA	PMID:22301074
LOC110885212	GO:0016020	C	IEA	PMID:30032202
LOC110885212	GO:0042910	F	IEA	PMID:22301074
LOC110885212	GO:1990961	P	IEA	PMID:22301074
LOC110885214	GO:0003723	F	IEA	PMID:30032202
LOC110885214	GO:0003724	F	IEA	PMID:22301074
LOC110885214	GO:0003724	F	IEA	PMID:30032202
LOC110885214	GO:0005524	F	IEA	PMID:22301074
LOC110885215	GO:0003735	F	IEA	PMID:22301074
LOC110885215	GO:0003735	F	IEA	PMID:30032202
LOC110885215	GO:0005840	C	IEA	PMID:22301074
LOC110885215	GO:0006412	P	IEA	PMID:22301074
LOC110885215	GO:0022625	C	IEA	PMID:30032202
LOC110885223	GO:0000287	F	IEA	PMID:22301074
LOC110885223	GO:0000287	F	IEA	PMID:30032202
LOC110885223	GO:0004743	F	IEA	PMID:22301074
LOC110885223	GO:0004743	F	IEA	PMID:30032202
LOC110885223	GO:0005737	C	IEA	PMID:30032202
LOC110885223	GO:0006096	P	IEA	PMID:22301074
LOC110885223	GO:0006096	P	IEA	PMID:30032202
LOC110885223	GO:0030955	F	IEA	PMID:22301074
LOC110885223	GO:0030955	F	IEA	PMID:30032202
LOC110885225	GO:0005515	F	IEA	PMID:22301074
LOC110885263	GO:0004540	F	IEA	PMID:22301074
LOC110885263	GO:0005777	C	IEA	PMID:30032202
LOC110885263	GO:0010468	P	IEA	PMID:30032202
LOC110885270	GO:0006397	P	IEA	PMID:30032202
LOC110885278	GO:0004560	F	IEA	PMID:22301074
LOC110885278	GO:0004560	F	IEA	PMID:30032202
LOC110885278	GO:0005975	P	IEA	PMID:22301074
LOC110885284	GO:0008194	F	IEA	PMID:22301074
LOC110885287	GO:0008194	F	IEA	PMID:22301074
LOC110885294	GO:0001934	P	IEA	PMID:30032202
LOC110885294	GO:0005080	F	IEA	PMID:30032202
LOC110885294	GO:0005634	C	IEA	PMID:30032202
LOC110885294	GO:0005829	C	IEA	PMID:30032202
LOC110885294	GO:0043022	F	IEA	PMID:30032202
LOC110885294	GO:0045182	F	IEA	PMID:30032202
LOC110885294	GO:0072344	P	IEA	PMID:30032202
LOC110885298	GO:0004497	F	IEA	PMID:22301074
LOC110885298	GO:0005506	F	IEA	PMID:22301074
LOC110885298	GO:0016705	F	IEA	PMID:22301074
LOC110885298	GO:0020037	F	IEA	PMID:22301074
LOC110885300	GO:0004497	F	IEA	PMID:22301074
LOC110885300	GO:0005506	F	IEA	PMID:22301074
LOC110885300	GO:0016705	F	IEA	PMID:22301074
LOC110885300	GO:0020037	F	IEA	PMID:22301074
LOC110885304	GO:0004497	F	IEA	PMID:22301074
LOC110885304	GO:0005506	F	IEA	PMID:22301074
LOC110885304	GO:0016705	F	IEA	PMID:22301074
LOC110885304	GO:0020037	F	IEA	PMID:22301074
LOC110885312	GO:0003723	F	IEA	PMID:30032202
LOC110885312	GO:0005515	F	IEA	PMID:22301074
LOC110885312	GO:0009451	P	IEA	PMID:30032202
LOC110885317	GO:0030036	P	IEA	PMID:30032202
LOC110885317	GO:0045010	P	IEA	PMID:30032202
LOC110885317	GO:0051015	F	IEA	PMID:30032202
LOC110885327	GO:0004506	F	IEA	PMID:22301074
LOC110885327	GO:0004506	F	IEA	PMID:30032202
LOC110885327	GO:0005783	C	IEA	PMID:30032202
LOC110885327	GO:0016020	C	IEA	PMID:22301074
LOC110885327	GO:0016126	P	IEA	PMID:30032202
LOC110885327	GO:0050660	F	IEA	PMID:22301074
LOC110885330	GO:0005634	C	IEA	PMID:30032202
LOC110885330	GO:0005739	C	IEA	PMID:30032202
LOC110885330	GO:0007005	P	IEA	PMID:30032202
LOC110885343	GO:0005388	F	IEA	PMID:22301074
LOC110885343	GO:0005388	F	IEA	PMID:30032202
LOC110885343	GO:0005516	F	IEA	PMID:22301074
LOC110885343	GO:0005524	F	IEA	PMID:22301074
LOC110885343	GO:0016020	C	IEA	PMID:22301074
LOC110885343	GO:0016887	F	IEA	PMID:22301074
LOC110885343	GO:0043231	C	IEA	PMID:30032202
LOC110885343	GO:0070588	P	IEA	PMID:22301074
LOC110885347	GO:0005886	C	IEA	PMID:30032202
LOC110885347	GO:0008553	F	IEA	PMID:30032202
LOC110885347	GO:0051453	P	IEA	PMID:30032202
LOC110885347	GO:1902600	P	IEA	PMID:30032202
LOC110885363	GO:0016020	C	IEA	PMID:22301074
LOC110885363	GO:0140359	F	IEA	PMID:22301074
LOC110885381	GO:0005886	C	IEA	PMID:30032202
LOC110885389	GO:0004970	F	IEA	PMID:22301074
LOC110885389	GO:0005886	C	IEA	PMID:30032202
LOC110885396	GO:0005576	C	IEA	PMID:22301074
LOC110885396	GO:0005615	C	IEA	PMID:30032202
LOC110885399	GO:0003677	F	IEA	PMID:22301074
LOC110885399	GO:0006368	P	IEA	PMID:30032202
LOC110885399	GO:0008023	C	IEA	PMID:30032202
LOC110885399	GO:0031491	F	IEA	PMID:30032202
LOC110885399	GO:0032968	P	IEA	PMID:30032202
LOC110885399	GO:0034728	P	IEA	PMID:30032202
LOC110885399	GO:0042393	F	IEA	PMID:30032202
LOC110885399	GO:0042789	P	IEA	PMID:30032202
LOC110885399	GO:0140673	P	IEA	PMID:30032202
LOC110885400	GO:0004674	F	IEA	PMID:30032202
LOC110885400	GO:0005524	F	IEA	PMID:22301074
LOC110885400	GO:0005737	C	IEA	PMID:30032202
LOC110885400	GO:0006468	P	IEA	PMID:22301074
LOC110885400	GO:0035556	P	IEA	PMID:30032202
LOC110885418	GO:0000977	F	IEA	PMID:30032202
LOC110885418	GO:0000981	F	IEA	PMID:30032202
LOC110885418	GO:0006357	P	IEA	PMID:30032202
LOC110885418	GO:0046983	F	IEA	PMID:22301074
LOC110885418	GO:0090575	C	IEA	PMID:30032202
LOC110885448	GO:0003676	F	IEA	PMID:22301074
LOC110885448	GO:0008270	F	IEA	PMID:22301074
LOC110885464	GO:0003729	F	IEA	PMID:30032202
LOC110885464	GO:0005634	C	IEA	PMID:30032202
LOC110885464	GO:0005737	C	IEA	PMID:30032202
LOC110885464	GO:1990904	C	IEA	PMID:30032202
LOC110885465	GO:0009523	C	IEA	PMID:22301074
LOC110885465	GO:0009772	P	IEA	PMID:22301074
LOC110885465	GO:0015979	P	IEA	PMID:22301074
LOC110885465	GO:0016020	C	IEA	PMID:22301074
LOC110885465	GO:0016168	F	IEA	PMID:22301074
LOC110885465	GO:0019684	P	IEA	PMID:22301074
LOC110885465	GO:0045156	F	IEA	PMID:22301074
LOC110885481	GO:0005524	F	IEA	PMID:22301074
LOC110885481	GO:0005524	F	IEA	PMID:30032202
LOC110885481	GO:0005737	C	IEA	PMID:30032202
LOC110885481	GO:0009507	C	IEA	PMID:30032202
LOC110885481	GO:0016887	F	IEA	PMID:30032202
LOC110885481	GO:0031072	F	IEA	PMID:30032202
LOC110885481	GO:0034620	P	IEA	PMID:30032202
LOC110885481	GO:0042026	P	IEA	PMID:30032202
LOC110885481	GO:0051082	F	IEA	PMID:22301074
LOC110885481	GO:0051082	F	IEA	PMID:30032202
LOC110885481	GO:0051085	P	IEA	PMID:30032202
LOC110885481	GO:0051787	F	IEA	PMID:30032202
LOC110885481	GO:0140662	F	IEA	PMID:22301074
LOC110885481	GO:0140662	F	IEA	PMID:30032202
LOC110885496	GO:0005576	C	IEA	PMID:30032202
LOC110885496	GO:0006952	P	IEA	PMID:30032202
LOC110885498	GO:0003723	F	IEA	PMID:30032202
LOC110885498	GO:0003735	F	IEA	PMID:22301074
LOC110885498	GO:0003735	F	IEA	PMID:30032202
LOC110885498	GO:0005840	C	IEA	PMID:22301074
LOC110885498	GO:0005840	C	IEA	PMID:30032202
LOC110885498	GO:0006412	P	IEA	PMID:22301074
LOC110885498	GO:0006412	P	IEA	PMID:30032202
LOC110885498	GO:0022625	C	IEA	PMID:30032202
LOC110885502	GO:0005737	C	IEA	PMID:30032202
LOC110885502	GO:0015629	C	IEA	PMID:22301074
LOC110885502	GO:0015629	C	IEA	PMID:30032202
LOC110885502	GO:0030042	P	IEA	PMID:22301074
LOC110885502	GO:0030042	P	IEA	PMID:30032202
LOC110885502	GO:0051015	F	IEA	PMID:30032202
LOC110885502	GO:0051017	P	IEA	PMID:30032202
LOC110885513	GO:0005347	F	IEA	PMID:30032202
LOC110885513	GO:0042651	C	IEA	PMID:30032202
LOC110885513	GO:0055085	P	IEA	PMID:22301074
LOC110885515	GO:0005737	C	IEA	PMID:30032202
LOC110885527	GO:0003723	F	IEA	PMID:22301074
LOC110885527	GO:0003723	F	IEA	PMID:30032202
LOC110885527	GO:0003735	F	IEA	PMID:22301074
LOC110885527	GO:0003735	F	IEA	PMID:30032202
LOC110885527	GO:0005840	C	IEA	PMID:22301074
LOC110885527	GO:0005840	C	IEA	PMID:30032202
LOC110885527	GO:0006412	P	IEA	PMID:22301074
LOC110885527	GO:0006412	P	IEA	PMID:30032202
LOC110885527	GO:0022627	C	IEA	PMID:30032202
LOC110885547	GO:0000287	F	IEA	PMID:22301074
LOC110885547	GO:0010333	F	IEA	PMID:22301074
LOC110885547	GO:0016102	P	IEA	PMID:22301074
LOC110885556	GO:0000978	F	IEA	PMID:30032202
LOC110885556	GO:0003700	F	IEA	PMID:22301074
LOC110885556	GO:0003700	F	IEA	PMID:30032202
LOC110885556	GO:0005634	C	IEA	PMID:30032202
LOC110885556	GO:0006357	P	IEA	PMID:30032202
LOC110885570	GO:0005739	C	IEA	PMID:30032202
LOC110885576	GO:0004672	F	IEA	PMID:22301074
LOC110885576	GO:0005524	F	IEA	PMID:22301074
LOC110885576	GO:0006468	P	IEA	PMID:22301074
LOC110885597	GO:0005634	C	IEA	PMID:30032202
LOC110885597	GO:0009416	P	IEA	PMID:30032202
LOC110885597	GO:0009507	C	IEA	PMID:30032202
LOC110885597	GO:0042793	P	IEA	PMID:30032202
LOC110885597	GO:0045893	P	IEA	PMID:30032202
LOC110885597	GO:0090228	P	IEA	PMID:30032202
LOC110885610	GO:0030410	F	IEA	PMID:22301074
LOC110885610	GO:0030410	F	IEA	PMID:30032202
