GeneID	GO_ID	Aspect	Evidence	Reference
LOC110863689	GO:0005388	F	IEA	PMID:22301074
LOC110863689	GO:0005388	F	IEA	PMID:30032202
LOC110863689	GO:0005524	F	IEA	PMID:22301074
LOC110863689	GO:0016020	C	IEA	PMID:22301074
LOC110863689	GO:0016887	F	IEA	PMID:22301074
LOC110863689	GO:0043231	C	IEA	PMID:30032202
LOC110863689	GO:0070588	P	IEA	PMID:22301074
LOC110863718	GO:0005515	F	IEA	PMID:22301074
LOC110863770	GO:0016616	F	IEA	PMID:30032202
LOC110863782	GO:0061631	F	IEA	PMID:30032202
LOC110863854	GO:0015996	P	IEA	PMID:30032202
LOC110863854	GO:0047746	F	IEA	PMID:30032202
LOC110863939	GO:0003677	F	IEA	PMID:22301074
LOC110863939	GO:0003700	F	IEA	PMID:30032202
LOC110863939	GO:0005634	C	IEA	PMID:30032202
LOC110863939	GO:0006355	P	IEA	PMID:30032202
LOC110863940	GO:0005515	F	IEA	PMID:22301074
LOC110863983	GO:0009733	P	IEA	PMID:22301074
LOC110864016	GO:0080143	P	IEA	PMID:30032202
LOC110864017	GO:0080143	P	IEA	PMID:30032202
LOC110864074	GO:0015996	P	IEA	PMID:30032202
LOC110864074	GO:0047746	F	IEA	PMID:30032202
LOC110864080	GO:0005515	F	IEA	PMID:22301074
LOC110864135	GO:0004144	F	IEA	PMID:22301074
LOC110864135	GO:0004144	F	IEA	PMID:30032202
LOC110864135	GO:0005886	C	IEA	PMID:30032202
LOC110864135	GO:0019432	P	IEA	PMID:30032202
LOC110864135	GO:0047196	F	IEA	PMID:30032202
LOC110864141	GO:0009734	P	IEA	PMID:30032202
LOC110864182	GO:0046872	F	IEA	PMID:22301074
LOC110864196	GO:0009733	P	IEA	PMID:22301074
LOC110864196	GO:0009733	P	IEA	PMID:30032202
LOC110864209	GO:0003700	F	IEA	PMID:30032202
LOC110864209	GO:0005634	C	IEA	PMID:30032202
LOC110864233	GO:0046983	F	IEA	PMID:22301074
LOC110864235	GO:0005737	C	IEA	PMID:30032202
LOC110864235	GO:0042732	P	IEA	PMID:30032202
LOC110864235	GO:0048040	F	IEA	PMID:30032202
LOC110864235	GO:0070403	F	IEA	PMID:30032202
LOC110864242	GO:0000028	P	IEA	PMID:30032202
LOC110864242	GO:0000462	P	IEA	PMID:30032202
LOC110864242	GO:0003735	F	IEA	PMID:22301074
LOC110864242	GO:0003735	F	IEA	PMID:30032202
LOC110864242	GO:0005840	C	IEA	PMID:22301074
LOC110864242	GO:0005840	C	IEA	PMID:30032202
LOC110864242	GO:0006412	P	IEA	PMID:22301074
LOC110864242	GO:0006412	P	IEA	PMID:30032202
LOC110864242	GO:0022627	C	IEA	PMID:30032202
LOC110864242	GO:0048027	F	IEA	PMID:30032202
LOC110864242	GO:0070181	F	IEA	PMID:30032202
LOC110864247	GO:0004364	F	IEA	PMID:30032202
LOC110864247	GO:0005737	C	IEA	PMID:30032202
LOC110864247	GO:0043295	F	IEA	PMID:30032202
LOC110864265	GO:0003872	F	IEA	PMID:22301074
LOC110864265	GO:0003872	F	IEA	PMID:30032202
LOC110864265	GO:0005524	F	IEA	PMID:22301074
LOC110864265	GO:0005737	C	IEA	PMID:30032202
LOC110864265	GO:0006002	P	IEA	PMID:22301074
LOC110864265	GO:0006096	P	IEA	PMID:22301074
LOC110864268	GO:0001731	P	IEA	PMID:30032202
LOC110864268	GO:0001732	P	IEA	PMID:30032202
LOC110864268	GO:0003729	F	IEA	PMID:30032202
LOC110864268	GO:0003743	F	IEA	PMID:22301074
LOC110864268	GO:0003743	F	IEA	PMID:30032202
LOC110864268	GO:0005850	C	IEA	PMID:30032202
LOC110864268	GO:0006413	P	IEA	PMID:22301074
LOC110864268	GO:0006413	P	IEA	PMID:30032202
LOC110864268	GO:0031369	F	IEA	PMID:30032202
LOC110864276	GO:0005634	C	IEA	PMID:30032202
LOC110864276	GO:0007275	P	IEA	PMID:22301074
LOC110864276	GO:0007275	P	IEA	PMID:30032202
LOC110864276	GO:0009944	P	IEA	PMID:30032202
LOC110864276	GO:0010154	P	IEA	PMID:30032202
LOC110864276	GO:0010158	P	IEA	PMID:30032202
LOC110864276	GO:0045165	P	IEA	PMID:30032202
LOC110864276	GO:1902183	P	IEA	PMID:30032202
LOC110864276	GO:2000024	P	IEA	PMID:30032202
LOC110864277	GO:0050661	F	IEA	PMID:22301074
LOC110864279	GO:0008270	F	IEA	PMID:22301074
LOC110864282	GO:0006857	P	IEA	PMID:22301074
LOC110864282	GO:0010167	P	IEA	PMID:30032202
LOC110864282	GO:0015112	F	IEA	PMID:30032202
LOC110864282	GO:0016020	C	IEA	PMID:22301074
LOC110864282	GO:0055085	P	IEA	PMID:22301074
LOC110864291	GO:0005634	C	IEA	PMID:30032202
LOC110864292	GO:0005524	F	IEA	PMID:22301074
LOC110864292	GO:0005524	F	IEA	PMID:30032202
LOC110864292	GO:0005634	C	IEA	PMID:30032202
LOC110864292	GO:0006298	P	IEA	PMID:22301074
LOC110864292	GO:0006298	P	IEA	PMID:30032202
LOC110864292	GO:0007131	P	IEA	PMID:30032202
LOC110864292	GO:0030983	F	IEA	PMID:22301074
LOC110864292	GO:0030983	F	IEA	PMID:30032202
LOC110864292	GO:0140664	F	IEA	PMID:30032202
LOC110864296	GO:0003677	F	IEA	PMID:22301074
LOC110864296	GO:0003700	F	IEA	PMID:22301074
LOC110864296	GO:0006355	P	IEA	PMID:22301074
LOC110864297	GO:0004046	F	IEA	PMID:22301074
LOC110864297	GO:0004046	F	IEA	PMID:30032202
LOC110864297	GO:0005737	C	IEA	PMID:22301074
LOC110864297	GO:0006520	P	IEA	PMID:22301074
LOC110864302	GO:0004439	F	IEA	PMID:30032202
LOC110864302	GO:0006470	P	IEA	PMID:22301074
LOC110864302	GO:0008138	F	IEA	PMID:22301074
LOC110864309	GO:0005886	C	IEA	PMID:30032202
LOC110864309	GO:0009506	C	IEA	PMID:30032202
LOC110864309	GO:0009734	P	IEA	PMID:30032202
LOC110864313	GO:0005886	C	IEA	PMID:30032202
LOC110864313	GO:0006857	P	IEA	PMID:22301074
LOC110864313	GO:0022857	F	IEA	PMID:22301074
LOC110864313	GO:0055085	P	IEA	PMID:22301074
LOC110864314	GO:0000287	F	IEA	PMID:22301074
LOC110864314	GO:0010333	F	IEA	PMID:22301074
LOC110864314	GO:0016102	P	IEA	PMID:22301074
LOC110864324	GO:0004176	F	IEA	PMID:22301074
LOC110864324	GO:0004176	F	IEA	PMID:30032202
LOC110864324	GO:0004252	F	IEA	PMID:22301074
LOC110864324	GO:0004252	F	IEA	PMID:30032202
LOC110864324	GO:0006515	P	IEA	PMID:30032202
LOC110864324	GO:0009368	C	IEA	PMID:30032202
LOC110864324	GO:0051117	F	IEA	PMID:30032202
LOC110864327	GO:0004497	F	IEA	PMID:22301074
LOC110864327	GO:0005506	F	IEA	PMID:22301074
LOC110864327	GO:0016705	F	IEA	PMID:22301074
LOC110864327	GO:0020037	F	IEA	PMID:22301074
LOC110864329	GO:0004497	F	IEA	PMID:22301074
LOC110864329	GO:0005506	F	IEA	PMID:22301074
LOC110864329	GO:0016705	F	IEA	PMID:22301074
LOC110864329	GO:0020037	F	IEA	PMID:22301074
LOC110864336	GO:0003680	F	IEA	PMID:30032202
LOC110864336	GO:0003700	F	IEA	PMID:30032202
LOC110864336	GO:0005634	C	IEA	PMID:30032202
LOC110864336	GO:0010228	P	IEA	PMID:30032202
LOC110864337	GO:0015297	F	IEA	PMID:22301074
LOC110864337	GO:0016020	C	IEA	PMID:22301074
LOC110864337	GO:0016020	C	IEA	PMID:30032202
LOC110864337	GO:0042910	F	IEA	PMID:22301074
LOC110864337	GO:1990961	P	IEA	PMID:22301074
LOC110864357	GO:0004630	F	IEA	PMID:22301074
LOC110864357	GO:0004630	F	IEA	PMID:30032202
LOC110864357	GO:0005509	F	IEA	PMID:22301074
LOC110864357	GO:0005886	C	IEA	PMID:30032202
LOC110864357	GO:0009395	P	IEA	PMID:30032202
LOC110864357	GO:0046470	P	IEA	PMID:22301074
LOC110864368	GO:0003677	F	IEA	PMID:22301074
LOC110864368	GO:0003700	F	IEA	PMID:22301074
LOC110864368	GO:0003700	F	IEA	PMID:30032202
LOC110864368	GO:0006355	P	IEA	PMID:22301074
LOC110864374	GO:0004497	F	IEA	PMID:22301074
LOC110864374	GO:0004497	F	IEA	PMID:30032202
LOC110864374	GO:0005506	F	IEA	PMID:22301074
LOC110864374	GO:0016125	P	IEA	PMID:30032202
LOC110864374	GO:0016705	F	IEA	PMID:22301074
LOC110864374	GO:0020037	F	IEA	PMID:22301074
LOC110864379	GO:0000967	P	IEA	PMID:30032202
LOC110864385	GO:0003743	F	IEA	PMID:22301074
LOC110864385	GO:0003743	F	IEA	PMID:30032202
LOC110864385	GO:0005737	C	IEA	PMID:22301074
LOC110864385	GO:0005737	C	IEA	PMID:30032202
LOC110864385	GO:0005852	C	IEA	PMID:22301074
LOC110864385	GO:0005852	C	IEA	PMID:30032202
LOC110864385	GO:0006413	P	IEA	PMID:30032202
LOC110864387	GO:0016020	C	IEA	PMID:30032202
LOC110864387	GO:0016616	F	IEA	PMID:22301074
LOC110864389	GO:0005802	C	IEA	PMID:30032202
LOC110864389	GO:0005886	C	IEA	PMID:30032202
LOC110864389	GO:0009833	P	IEA	PMID:30032202
LOC110864389	GO:0016760	F	IEA	PMID:22301074
LOC110864389	GO:0030244	P	IEA	PMID:22301074
LOC110864389	GO:0030244	P	IEA	PMID:30032202
LOC110864393	GO:0003677	F	IEA	PMID:30032202
LOC110864393	GO:0003917	F	IEA	PMID:30032202
LOC110864393	GO:0005634	C	IEA	PMID:30032202
LOC110864393	GO:0006265	P	IEA	PMID:30032202
LOC110864400	GO:0005886	C	IEA	PMID:30032202
LOC110864400	GO:0015629	C	IEA	PMID:30032202
LOC110864400	GO:0051015	F	IEA	PMID:30032202
LOC110864400	GO:0051017	P	IEA	PMID:30032202
LOC110864405	GO:0046983	F	IEA	PMID:22301074
LOC110864406	GO:0005524	F	IEA	PMID:22301074
LOC110864406	GO:0005737	C	IEA	PMID:22301074
LOC110864406	GO:0008360	P	IEA	PMID:22301074
LOC110864406	GO:0009058	P	IEA	PMID:22301074
LOC110864406	GO:0016881	F	IEA	PMID:22301074
LOC110864406	GO:0051301	P	IEA	PMID:22301074
LOC110864413	GO:0000118	C	IEA	PMID:30032202
LOC110864413	GO:0003712	F	IEA	PMID:30032202
LOC110864413	GO:0005515	F	IEA	PMID:22301074
LOC110864413	GO:0006355	P	IEA	PMID:30032202
LOC110864414	GO:0002094	F	IEA	PMID:30032202
LOC110864414	GO:0009409	P	IEA	PMID:30032202
LOC110864414	GO:0009570	C	IEA	PMID:30032202
LOC110864414	GO:0009668	P	IEA	PMID:30032202
LOC110864414	GO:0016094	P	IEA	PMID:30032202
LOC110864423	GO:0000976	F	IEA	PMID:30032202
LOC110864423	GO:0003700	F	IEA	PMID:22301074
LOC110864423	GO:0003700	F	IEA	PMID:30032202
LOC110864423	GO:0005634	C	IEA	PMID:30032202
LOC110864423	GO:0006355	P	IEA	PMID:22301074
LOC110864434	GO:0009416	P	IEA	PMID:30032202
LOC110864434	GO:0009535	C	IEA	PMID:30032202
LOC110864434	GO:0009768	P	IEA	PMID:30032202
LOC110864434	GO:0009941	C	IEA	PMID:30032202
LOC110864434	GO:0010287	C	IEA	PMID:30032202
LOC110864437	GO:0005524	F	IEA	PMID:22301074
LOC110864437	GO:0005741	C	IEA	PMID:30032202
LOC110864437	GO:0016887	F	IEA	PMID:22301074
LOC110864443	GO:0005802	C	IEA	PMID:30032202
LOC110864443	GO:0005886	C	IEA	PMID:30032202
LOC110864443	GO:0009833	P	IEA	PMID:30032202
LOC110864443	GO:0016760	F	IEA	PMID:22301074
LOC110864443	GO:0030244	P	IEA	PMID:22301074
LOC110864443	GO:0051753	F	IEA	PMID:30032202
LOC110864486	GO:0005515	F	IEA	PMID:22301074
LOC110864489	GO:0004553	F	IEA	PMID:22301074
LOC110864489	GO:0005975	P	IEA	PMID:22301074
LOC110864490	GO:0004553	F	IEA	PMID:22301074
LOC110864490	GO:0005975	P	IEA	PMID:22301074
LOC110864522	GO:0003735	F	IEA	PMID:22301074
LOC110864522	GO:0005840	C	IEA	PMID:22301074
LOC110864522	GO:0006412	P	IEA	PMID:22301074
LOC110864527	GO:0005737	C	IEA	PMID:30032202
LOC110864527	GO:0005739	C	IEA	PMID:30032202
LOC110864527	GO:0005960	C	IEA	PMID:22301074
LOC110864527	GO:0005960	C	IEA	PMID:30032202
LOC110864527	GO:0009249	P	IEA	PMID:30032202
LOC110864527	GO:0019464	P	IEA	PMID:22301074
LOC110864527	GO:0019464	P	IEA	PMID:30032202
LOC110864528	GO:0004672	F	IEA	PMID:22301074
LOC110864528	GO:0005515	F	IEA	PMID:22301074
LOC110864528	GO:0005524	F	IEA	PMID:22301074
LOC110864528	GO:0006468	P	IEA	PMID:22301074
LOC110864529	GO:0016020	C	IEA	PMID:22301074
LOC110864529	GO:0022857	F	IEA	PMID:22301074
LOC110864529	GO:0055085	P	IEA	PMID:22301074
LOC110864530	GO:0000287	F	IEA	PMID:22301074
LOC110864530	GO:0000287	F	IEA	PMID:30032202
LOC110864530	GO:0002189	C	IEA	PMID:30032202
LOC110864530	GO:0004749	F	IEA	PMID:22301074
LOC110864530	GO:0004749	F	IEA	PMID:30032202
LOC110864530	GO:0005737	C	IEA	PMID:30032202
LOC110864530	GO:0006015	P	IEA	PMID:30032202
LOC110864530	GO:0006164	P	IEA	PMID:30032202
LOC110864530	GO:0009156	P	IEA	PMID:22301074
LOC110864532	GO:0004672	F	IEA	PMID:22301074
LOC110864532	GO:0005524	F	IEA	PMID:22301074
LOC110864532	GO:0006468	P	IEA	PMID:22301074
LOC110864534	GO:0003723	F	IEA	PMID:30032202
LOC110864534	GO:0005515	F	IEA	PMID:22301074
LOC110864534	GO:0009451	P	IEA	PMID:30032202
LOC110864535	GO:0016226	P	IEA	PMID:22301074
LOC110864535	GO:0016226	P	IEA	PMID:30032202
LOC110864545	GO:0003680	F	IEA	PMID:30032202
LOC110864545	GO:0003700	F	IEA	PMID:30032202
LOC110864545	GO:0005634	C	IEA	PMID:30032202
LOC110864562	GO:0003729	F	IEA	PMID:30032202
LOC110864562	GO:0005829	C	IEA	PMID:30032202
LOC110864570	GO:0004553	F	IEA	PMID:22301074
LOC110864570	GO:0005975	P	IEA	PMID:22301074
LOC110864580	GO:0005737	C	IEA	PMID:30032202
LOC110864580	GO:0009058	P	IEA	PMID:22301074
LOC110864580	GO:0016212	F	IEA	PMID:30032202
LOC110864580	GO:0030170	F	IEA	PMID:22301074
LOC110864605	GO:0010333	F	IEA	PMID:22301074
LOC110864609	GO:0004252	F	IEA	PMID:30032202
LOC110864609	GO:0006508	P	IEA	PMID:22301074
LOC110864610	GO:0005783	C	IEA	PMID:30032202
LOC110864611	GO:0009507	C	IEA	PMID:30032202
LOC110864611	GO:0080153	P	IEA	PMID:30032202
LOC110864617	GO:0004842	F	IEA	PMID:30032202
LOC110864617	GO:0008270	F	IEA	PMID:22301074
LOC110864617	GO:0016020	C	IEA	PMID:30032202
LOC110864617	GO:0016567	P	IEA	PMID:30032202
LOC110864621	GO:0004471	F	IEA	PMID:22301074
LOC110864621	GO:0004471	F	IEA	PMID:30032202
LOC110864621	GO:0005739	C	IEA	PMID:30032202
LOC110864621	GO:0006090	P	IEA	PMID:30032202
LOC110864621	GO:0006108	P	IEA	PMID:30032202
LOC110864621	GO:0051287	F	IEA	PMID:22301074
LOC110864626	GO:0009941	C	IEA	PMID:30032202
LOC110864626	GO:0034196	P	IEA	PMID:30032202
LOC110864626	GO:0070300	F	IEA	PMID:30032202
LOC110864626	GO:1990052	P	IEA	PMID:30032202
LOC110864628	GO:0006355	P	IEA	PMID:22301074
LOC110864628	GO:0008270	F	IEA	PMID:22301074
LOC110864633	GO:0046872	F	IEA	PMID:22301074
LOC110864633	GO:0046872	F	IEA	PMID:30032202
LOC110864635	GO:0000287	F	IEA	PMID:22301074
LOC110864635	GO:0010333	F	IEA	PMID:22301074
LOC110864635	GO:0016102	P	IEA	PMID:22301074
LOC110864636	GO:0003860	F	IEA	PMID:30032202
LOC110864636	GO:0006574	P	IEA	PMID:30032202
LOC110864638	GO:0006874	P	IEA	PMID:30032202
LOC110864638	GO:0009705	C	IEA	PMID:30032202
LOC110864638	GO:0015369	F	IEA	PMID:22301074
LOC110864638	GO:0015369	F	IEA	PMID:30032202
LOC110864638	GO:0070588	P	IEA	PMID:30032202
LOC110864640	GO:0003860	F	IEA	PMID:30032202
LOC110864640	GO:0006574	P	IEA	PMID:30032202
LOC110864641	GO:0003860	F	IEA	PMID:30032202
LOC110864641	GO:0006574	P	IEA	PMID:30032202
LOC110864647	GO:0003860	F	IEA	PMID:30032202
LOC110864647	GO:0006574	P	IEA	PMID:30032202
LOC110864654	GO:0015297	F	IEA	PMID:22301074
LOC110864654	GO:0016020	C	IEA	PMID:22301074
LOC110864654	GO:0016020	C	IEA	PMID:30032202
LOC110864654	GO:0042910	F	IEA	PMID:22301074
LOC110864654	GO:1990961	P	IEA	PMID:22301074
LOC110864658	GO:0005524	F	IEA	PMID:22301074
LOC110864658	GO:0016020	C	IEA	PMID:22301074
LOC110864658	GO:0016887	F	IEA	PMID:22301074
LOC110864658	GO:0140359	F	IEA	PMID:22301074
LOC110864668	GO:0005634	C	IEA	PMID:30032202
LOC110864668	GO:0009611	P	IEA	PMID:30032202
LOC110864668	GO:0031347	P	IEA	PMID:30032202
LOC110864668	GO:2000022	P	IEA	PMID:30032202
LOC110864681	GO:0003677	F	IEA	PMID:22301074
LOC110864681	GO:0003677	F	IEA	PMID:30032202
LOC110864681	GO:0005634	C	IEA	PMID:22301074
LOC110864692	GO:0005634	C	IEA	PMID:22301074
LOC110864692	GO:0008270	F	IEA	PMID:22301074
LOC110864692	GO:0043565	F	IEA	PMID:22301074
LOC110864692	GO:0045893	P	IEA	PMID:22301074
LOC110864702	GO:0016020	C	IEA	PMID:22301074
LOC110864702	GO:0016772	F	IEA	PMID:22301074
LOC110864708	GO:0004674	F	IEA	PMID:30032202
LOC110864708	GO:0005634	C	IEA	PMID:30032202
LOC110864708	GO:0005829	C	IEA	PMID:30032202
LOC110864708	GO:0005956	C	IEA	PMID:30032202
LOC110864708	GO:0006468	P	IEA	PMID:30032202
LOC110864712	GO:0005789	C	IEA	PMID:30032202
LOC110864712	GO:0006629	P	IEA	PMID:22301074
LOC110864712	GO:0009979	F	IEA	PMID:30032202
LOC110864712	GO:0016717	F	IEA	PMID:22301074
LOC110864712	GO:0016717	F	IEA	PMID:30032202
LOC110864727	GO:0004630	F	IEA	PMID:22301074
LOC110864727	GO:0004630	F	IEA	PMID:30032202
LOC110864727	GO:0005509	F	IEA	PMID:22301074
LOC110864727	GO:0005886	C	IEA	PMID:30032202
LOC110864727	GO:0009395	P	IEA	PMID:30032202
LOC110864727	GO:0046470	P	IEA	PMID:22301074
LOC110864733	GO:0016020	C	IEA	PMID:30032202
LOC110864733	GO:0022857	F	IEA	PMID:22301074
LOC110864733	GO:0055085	P	IEA	PMID:22301074
LOC110864737	GO:0005515	F	IEA	PMID:22301074
LOC110864740	GO:0030599	F	IEA	PMID:22301074
LOC110864740	GO:0030599	F	IEA	PMID:30032202
LOC110864740	GO:0042545	P	IEA	PMID:22301074
LOC110864740	GO:0046910	F	IEA	PMID:30032202
LOC110864747	GO:0004499	F	IEA	PMID:22301074
LOC110864747	GO:0050660	F	IEA	PMID:22301074
LOC110864747	GO:0050661	F	IEA	PMID:22301074
LOC110864753	GO:0004746	F	IEA	PMID:30032202
LOC110864753	GO:0009231	P	IEA	PMID:30032202
LOC110864758	GO:0003723	F	IEA	PMID:30032202
LOC110864758	GO:0005515	F	IEA	PMID:22301074
LOC110864758	GO:0008270	F	IEA	PMID:22301074
LOC110864758	GO:0009451	P	IEA	PMID:30032202
LOC110864768	GO:0004615	F	IEA	PMID:22301074
LOC110864768	GO:0004615	F	IEA	PMID:30032202
LOC110864768	GO:0005829	C	IEA	PMID:30032202
LOC110864768	GO:0006013	P	IEA	PMID:30032202
LOC110864768	GO:0006487	P	IEA	PMID:30032202
LOC110864768	GO:0009298	P	IEA	PMID:22301074
LOC110864768	GO:0009298	P	IEA	PMID:30032202
LOC110864770	GO:0043531	F	IEA	PMID:22301074
LOC110864770	GO:0098542	P	IEA	PMID:30032202
LOC110864774	GO:0022857	F	IEA	PMID:22301074
LOC110864774	GO:0055085	P	IEA	PMID:22301074
LOC110864782	GO:0004650	F	IEA	PMID:22301074
LOC110864782	GO:0005975	P	IEA	PMID:22301074
LOC110864795	GO:0004124	F	IEA	PMID:22301074
LOC110864795	GO:0004124	F	IEA	PMID:30032202
LOC110864795	GO:0005737	C	IEA	PMID:30032202
LOC110864795	GO:0006535	P	IEA	PMID:22301074
LOC110864795	GO:0006535	P	IEA	PMID:30032202
LOC110864800	GO:0005886	C	IEA	PMID:30032202
LOC110864802	GO:0004672	F	IEA	PMID:22301074
LOC110864802	GO:0005524	F	IEA	PMID:22301074
LOC110864802	GO:0006468	P	IEA	PMID:22301074
LOC110864805	GO:0003723	F	IEA	PMID:30032202
LOC110864805	GO:0003735	F	IEA	PMID:22301074
LOC110864805	GO:0003735	F	IEA	PMID:30032202
LOC110864805	GO:0005840	C	IEA	PMID:22301074
LOC110864805	GO:0005840	C	IEA	PMID:30032202
LOC110864805	GO:0006412	P	IEA	PMID:22301074
LOC110864805	GO:0006412	P	IEA	PMID:30032202
LOC110864805	GO:0022625	C	IEA	PMID:30032202
LOC110864807	GO:0046872	F	IEA	PMID:22301074
LOC110864809	GO:0004489	F	IEA	PMID:22301074
LOC110864809	GO:0004489	F	IEA	PMID:30032202
LOC110864809	GO:0005829	C	IEA	PMID:30032202
LOC110864809	GO:0009086	P	IEA	PMID:30032202
LOC110864809	GO:0035999	P	IEA	PMID:30032202
LOC110864809	GO:0071949	F	IEA	PMID:30032202
LOC110864815	GO:0009658	P	IEA	PMID:30032202
LOC110864815	GO:0009662	P	IEA	PMID:30032202
LOC110864815	GO:0016301	F	IEA	PMID:22301074
LOC110864815	GO:0042644	C	IEA	PMID:30032202
LOC110864815	GO:0042793	P	IEA	PMID:30032202
LOC110864816	GO:0016788	F	IEA	PMID:22301074
LOC110864820	GO:0009535	C	IEA	PMID:30032202
LOC110864820	GO:0009579	C	IEA	PMID:30032202
LOC110864821	GO:0005737	C	IEA	PMID:30032202
LOC110864821	GO:0016881	F	IEA	PMID:30032202
LOC110864836	GO:0005515	F	IEA	PMID:22301074
LOC110864836	GO:0005737	C	IEA	PMID:22301074
LOC110864836	GO:0005737	C	IEA	PMID:30032202
LOC110864836	GO:0006511	P	IEA	PMID:22301074
LOC110864836	GO:0007275	P	IEA	PMID:22301074
LOC110864836	GO:0008270	F	IEA	PMID:22301074
LOC110864836	GO:0061630	F	IEA	PMID:30032202
LOC110864837	GO:0006777	P	IEA	PMID:22301074
LOC110864844	GO:0005515	F	IEA	PMID:22301074
LOC110864844	GO:0005886	C	IEA	PMID:30032202
LOC110864844	GO:0009755	P	IEA	PMID:30032202
LOC110864852	GO:0000976	F	IEA	PMID:30032202
LOC110864852	GO:0003700	F	IEA	PMID:30032202
LOC110864852	GO:0005634	C	IEA	PMID:30032202
LOC110864852	GO:0006355	P	IEA	PMID:30032202
LOC110864852	GO:0046983	F	IEA	PMID:22301074
LOC110864873	GO:0004497	F	IEA	PMID:22301074
LOC110864873	GO:0005506	F	IEA	PMID:22301074
LOC110864873	GO:0016705	F	IEA	PMID:22301074
LOC110864873	GO:0020037	F	IEA	PMID:22301074
LOC110864874	GO:0016020	C	IEA	PMID:30032202
LOC110864874	GO:0020037	F	IEA	PMID:22301074
LOC110864874	GO:0020037	F	IEA	PMID:30032202
LOC110864874	GO:0043231	C	IEA	PMID:30032202
LOC110864875	GO:0016020	C	IEA	PMID:30032202
LOC110864875	GO:0020037	F	IEA	PMID:22301074
LOC110864875	GO:0020037	F	IEA	PMID:30032202
LOC110864875	GO:0043231	C	IEA	PMID:30032202
LOC110864880	GO:0009535	C	IEA	PMID:30032202
LOC110864880	GO:0009772	P	IEA	PMID:30032202
LOC110864880	GO:0009773	P	IEA	PMID:30032202
LOC110864880	GO:0015986	P	IEA	PMID:22301074
LOC110864880	GO:0015986	P	IEA	PMID:30032202
LOC110864880	GO:0045261	C	IEA	PMID:30032202
LOC110864880	GO:0046933	F	IEA	PMID:22301074
LOC110864880	GO:0046933	F	IEA	PMID:30032202
LOC110864883	GO:0004746	F	IEA	PMID:30032202
LOC110864883	GO:0009231	P	IEA	PMID:30032202
LOC110864887	GO:0005737	C	IEA	PMID:30032202
LOC110864887	GO:0007165	P	IEA	PMID:30032202
LOC110864891	GO:0016020	C	IEA	PMID:30032202
LOC110864891	GO:0035673	F	IEA	PMID:22301074
LOC110864891	GO:0035673	F	IEA	PMID:30032202
LOC110864896	GO:0005515	F	IEA	PMID:22301074
LOC110864910	GO:0046983	F	IEA	PMID:22301074
LOC110864914	GO:0005515	F	IEA	PMID:22301074
LOC110864914	GO:0019005	C	IEA	PMID:30032202
LOC110864914	GO:0031146	P	IEA	PMID:30032202
LOC110864927	GO:0004672	F	IEA	PMID:22301074
LOC110864927	GO:0005524	F	IEA	PMID:22301074
LOC110864927	GO:0006468	P	IEA	PMID:22301074
LOC110864932	GO:0004861	F	IEA	PMID:22301074
LOC110864932	GO:0004861	F	IEA	PMID:30032202
LOC110864932	GO:0005634	C	IEA	PMID:22301074
LOC110864932	GO:0045736	P	IEA	PMID:22301074
LOC110864932	GO:0045736	P	IEA	PMID:30032202
LOC110864936	GO:0005524	F	IEA	PMID:22301074
LOC110864936	GO:0016887	F	IEA	PMID:22301074
LOC110864936	GO:0140359	F	IEA	PMID:22301074
LOC110864944	GO:0003735	F	IEA	PMID:22301074
LOC110864944	GO:0005840	C	IEA	PMID:22301074
LOC110864944	GO:0006412	P	IEA	PMID:22301074
LOC110864944	GO:0022627	C	IEA	PMID:30032202
LOC110864949	GO:0004674	F	IEA	PMID:22301074
LOC110864949	GO:0004674	F	IEA	PMID:30032202
LOC110864949	GO:0005524	F	IEA	PMID:22301074
LOC110864949	GO:0005634	C	IEA	PMID:30032202
LOC110864949	GO:0005737	C	IEA	PMID:30032202
LOC110864949	GO:0005886	C	IEA	PMID:30032202
LOC110864949	GO:0006468	P	IEA	PMID:22301074
LOC110864949	GO:0006468	P	IEA	PMID:30032202
LOC110864953	GO:0009507	C	IEA	PMID:30032202
LOC110864953	GO:0061077	P	IEA	PMID:30032202
LOC110864959	GO:0005634	C	IEA	PMID:30032202
LOC110864959	GO:0051783	P	IEA	PMID:30032202
LOC110864959	GO:1904667	P	IEA	PMID:30032202
LOC110864960	GO:0008270	F	IEA	PMID:22301074
LOC110864961	GO:0000703	F	IEA	PMID:30032202
LOC110864961	GO:0003677	F	IEA	PMID:22301074
LOC110864961	GO:0003906	F	IEA	PMID:22301074
LOC110864961	GO:0003906	F	IEA	PMID:30032202
LOC110864961	GO:0005634	C	IEA	PMID:22301074
LOC110864961	GO:0005634	C	IEA	PMID:30032202
LOC110864961	GO:0006284	P	IEA	PMID:22301074
LOC110864961	GO:0006285	P	IEA	PMID:22301074
LOC110864961	GO:0006285	P	IEA	PMID:30032202
LOC110864961	GO:0006289	P	IEA	PMID:30032202
LOC110864961	GO:0042644	C	IEA	PMID:30032202
LOC110864961	GO:0051539	F	IEA	PMID:22301074
LOC110864976	GO:0005515	F	IEA	PMID:22301074
LOC110864976	GO:0005634	C	IEA	PMID:30032202
LOC110864982	GO:0003735	F	IEA	PMID:22301074
LOC110864982	GO:0003735	F	IEA	PMID:30032202
LOC110864982	GO:0005762	C	IEA	PMID:30032202
