AT66_p01
LOC110870537
LOC110870575
LOC110870619
LOC110870644
LOC110870690
LOC110870712
LOC110870716
LOC110870718
LOC110870741
LOC110870742
LOC110870760
LOC110870766
LOC110870770
LOC110870772
LOC110870777
LOC110870794
LOC110870805
LOC110870809
LOC110870841
LOC110870850
LOC110870855
LOC110870862
LOC110870907
LOC110870911
LOC110870913
LOC110870915
LOC110870932
LOC110870938
LOC110870950
LOC110870956
LOC110870969
LOC110870986
LOC110870988
LOC110870990
LOC110871011
LOC110871018
LOC110871028
LOC110871032
LOC110871037
LOC110871043
LOC110871064
LOC110871074
LOC110871106
LOC110871124
LOC110871129
LOC110871168
LOC110871172
LOC110871200
LOC110871206
LOC110871225
LOC110871226
LOC110871228
LOC110871231
LOC110871271
LOC110871279
LOC110871282
LOC110871293
LOC110871297
LOC110871303
LOC110871317
LOC110871323
LOC110871327
LOC110871337
LOC110871358
LOC110871360
LOC110871362
LOC110871368
LOC110871370
LOC110871388
LOC110871416
LOC110871433
LOC110871434
LOC110871487
LOC110871488
LOC110871539
LOC110871567
LOC110871571
LOC110871585
LOC110871616
LOC110871621
LOC110871627
LOC110871630
LOC110871631
LOC110871633
LOC110871635
LOC110871637
LOC110871644
LOC110871651
LOC110871654
LOC110871658
LOC110871666
LOC110871673
LOC110871677
LOC110871681
LOC110871684
LOC110871699
LOC110871716
LOC110871717
LOC110871722
LOC110871724
LOC110871728
LOC110871734
LOC110871745
LOC110871752
LOC110871776
LOC110871777
LOC110871782
LOC110871789
LOC110871795
LOC110871803
LOC110871811
LOC110871814
LOC110871817
LOC110871822
LOC110871830
LOC110871836
LOC110871837
LOC110871839
LOC110871841
LOC110871848
LOC110871849
LOC110871856
LOC110871857
LOC110871858
LOC110871887
LOC110871889
LOC110871892
LOC110871894
LOC110871898
LOC110871899
LOC110871904
LOC110871905
LOC110871908
LOC110871916
LOC110871918
LOC110871919
LOC110871920
LOC110871926
LOC110871932
LOC110871939
LOC110871941
LOC110871942
LOC110871944
LOC110871957
LOC110871962
LOC110871966
LOC110871967
LOC110871970
LOC110871971
LOC110871976
LOC110871977
LOC110871985
LOC110871986
LOC110872005
LOC110872010
LOC110872011
LOC110872012
LOC110872015
LOC110872019
LOC110872020
LOC110872028
LOC110872032
LOC110872033
LOC110872036
LOC110872043
LOC110872050
LOC110872052
LOC110872057
LOC110872060
LOC110872064
LOC110872065
LOC110872070
LOC110872071
LOC110872079
LOC110872082
LOC110872083
LOC110872085
LOC110872088
LOC110872089
LOC110872090
LOC110872092
LOC110872099
LOC110872102
LOC110872123
LOC110872126
LOC110872127
LOC110872131
LOC110872132
LOC110872135
LOC110872146
LOC110872149
LOC110872150
LOC110872157
LOC110872162
LOC110872170
LOC110872175
LOC110872191
LOC110872195
LOC110872198
LOC110872203
LOC110872219
LOC110872221
LOC110872225
LOC110872226
LOC110872231
LOC110872234
LOC110872240
LOC110872242
LOC110872243
LOC110872248
LOC110872261
LOC110872265
LOC110872266
LOC110872269
LOC110872272
LOC110872277
LOC110872279
LOC110872280
LOC110872282
LOC110872291
LOC110872295
LOC110872298
LOC110872303
LOC110872308
LOC110872310
LOC110872314
LOC110872316
LOC110872322
LOC110872323
LOC110872327
LOC110872340
LOC110872348
LOC110872360
LOC110872366
LOC110872376
LOC110872380
LOC110872384
LOC110872387
LOC110872390
LOC110872391
LOC110872393
LOC110872394
LOC110872396
LOC110872398
LOC110872401
LOC110872405
LOC110872409
LOC110872410
LOC110872412
LOC110872417
LOC110872425
LOC110872426
LOC110872431
LOC110872440
LOC110872444
LOC110872445
LOC110872458
LOC110872471
LOC110872474
LOC110872489
LOC110872499
LOC110872505
LOC110872507
LOC110872508
LOC110872515
LOC110872525
LOC110872534
LOC110872535
LOC110872536
LOC110872549
LOC110872551
LOC110872553
LOC110872554
LOC110872555
LOC110872560
LOC110872561
LOC110872564
LOC110872567
LOC110872568
LOC110872576
LOC110872578
LOC110872584
LOC110872585
LOC110872596
LOC110872605
LOC110872607
LOC110872608
LOC110872609
LOC110872619
LOC110872627
LOC110872633
LOC110872638
LOC110872641
LOC110872642
LOC110872649
LOC110872655
LOC110872661
LOC110872662
LOC110872663
LOC110872666
LOC110872667
LOC110872668
LOC110872679
LOC110872685
LOC110872698
LOC110872702
LOC110872708
LOC110872710
LOC110872724
LOC110872729
LOC110872733
LOC110872734
LOC110872735
LOC110872736
LOC110872742
LOC110872743
LOC110872745
LOC110872754
LOC110872759
LOC110872761
LOC110872763
LOC110872768
LOC110872781
LOC110872788
LOC110872802
LOC110872804
LOC110872805
LOC110872808
LOC110872809
LOC110872810
LOC110872812
LOC110872813
LOC110872816
LOC110872817
LOC110872821
LOC110872829
LOC110872833
LOC110872835
LOC110872836
LOC110872837
LOC110872841
LOC110872842
LOC110872843
LOC110872862
LOC110872864
LOC110872869
LOC110872873
LOC110872877
LOC110872881
LOC110872886
LOC110872887
LOC110872890
LOC110872891
LOC110872899
LOC110872904
LOC110872908
LOC110872911
LOC110872923
LOC110872924
LOC110872930
LOC110872934
LOC110872959
LOC110872960
LOC110872963
LOC110872964
LOC110872980
LOC110872982
LOC110872983
LOC110872984
LOC110872988
LOC110872993
LOC110872996
LOC110872997
LOC110872999
LOC110873002
LOC110873003
LOC110873004
LOC110873008
LOC110873013
LOC110873021
LOC110873028
LOC110873030
LOC110873037
LOC110873038
LOC110873041
LOC110873058
LOC110873060
LOC110873061
LOC110873062
LOC110873063
LOC110873068
LOC110873071
LOC110873072
LOC110873085
LOC110873086
LOC110873097
LOC110873098
LOC110873103
LOC110873105
LOC110873107
LOC110873109
LOC110873110
LOC110873111
LOC110873113
LOC110873114
LOC110873116
LOC110873117
LOC110873127
LOC110873134
LOC110873135
LOC110873144
LOC110873148
LOC110873155
LOC110873162
LOC110873168
LOC110873171
LOC110873178
LOC110873193
LOC110873196
LOC110873198
LOC110873200
LOC110873201
LOC110873208
LOC110873210
LOC110873211
LOC110873214
LOC110873219
LOC110873225
LOC110873226
LOC110873227
LOC110873229
LOC110873231
LOC110873234
LOC110873241
LOC110873245
LOC110873252
LOC110873255
LOC110873257
LOC110873258
LOC110873260
LOC110873266
LOC110873281
LOC110873283
LOC110873284
LOC110873286
LOC110873288
LOC110873289
LOC110873291
LOC110873297
LOC110873307
LOC110873308
LOC110873315
LOC110873317
LOC110873319
LOC110873321
LOC110873322
LOC110873325
LOC110873340
LOC110873342
LOC110873343
LOC110873344
LOC110873345
LOC110873349
LOC110873355
LOC110873358
LOC110873363
LOC110873369
LOC110873373
LOC110873374
LOC110873377
LOC110873379
LOC110873380
LOC110873382
LOC110873387
LOC110873393
LOC110873406
LOC110873407
LOC110873409
LOC110873412
LOC110873413
LOC110873418
LOC110873419
LOC110873420
LOC110873429
LOC110873430
LOC110873431
LOC110873435
LOC110873436
LOC110873450
LOC110873454
LOC110873465
LOC110873466
LOC110873468
LOC110873470
LOC110873471
LOC110873472
LOC110873477
LOC110873482
LOC110873488
LOC110873490
LOC110873493
LOC110873496
LOC110873499
LOC110873500
LOC110873502
LOC110873505
LOC110873506
LOC110873514
LOC110873515
LOC110873516
LOC110873519
LOC110873522
LOC110873523
LOC110873524
LOC110873528
LOC110873529
LOC110873541
LOC110873543
LOC110873548
LOC110873559
LOC110873562
LOC110873567
LOC110873570
LOC110873573
LOC110873576
LOC110873579
LOC110873591
LOC110873605
LOC110873606
LOC110873607
LOC110873608
LOC110873615
LOC110873616
LOC110873617
LOC110873619
LOC110873624
LOC110873643
LOC110873647
LOC110873656
LOC110873662
LOC110873663
LOC110873673
LOC110873679
LOC110873683
LOC110873693
LOC110873699
LOC110873700
LOC110873701
LOC110873702
LOC110873706
LOC110873710
LOC110873713
LOC110873719
LOC110873726
LOC110873731
LOC110873734
LOC110873735
LOC110873736
LOC110873742
LOC110873743
LOC110873748
LOC110873751
LOC110873754
LOC110873757
LOC110873759
LOC110873762
LOC110873764
LOC110873769
LOC110873770
LOC110873775
LOC110873781
LOC110873782
LOC110873786
LOC110873791
LOC110873795
LOC110873809
LOC110873812
LOC110873814
LOC110873816
LOC110873817
LOC110873825
LOC110873829
LOC110873839
LOC110873845
LOC110873847
LOC110873848
LOC110873849
LOC110873857
LOC110873875
LOC110873883
LOC110873884
LOC110873891
LOC110873896
LOC110873900
LOC110873931
LOC110874027
LOC110874030
LOC110874041
LOC110874086
LOC110874094
LOC110874099
LOC110874121
LOC110874128
LOC110874141
LOC110874157
LOC110874166
LOC110874172
LOC110874180
LOC110874192
LOC110874193
LOC110874201
LOC110874210
LOC110874233
LOC110874247
LOC110874253
LOC110874254
LOC110874263
LOC110874277
LOC110874281
LOC110874282
LOC110874286
LOC110874288
LOC110874289
LOC110874323
LOC110874327
LOC110874332
LOC110874341
LOC110874363
LOC110874370
LOC110874415
LOC110874443
LOC110874447
LOC110874457
LOC110874467
LOC110874490
LOC110874505
LOC110874508
LOC110874515
LOC110874516
LOC110874518
LOC110874521
LOC110874562
LOC110874569
LOC110874576
LOC110874582
LOC110874587
LOC110874592
LOC110874594
LOC110874604
LOC110874605
LOC110874622
LOC110874624
LOC110874647
LOC110874653
LOC110874669
LOC110874675
LOC110874684
LOC110874699
LOC110874719
LOC110874729
LOC110874737
LOC110874757
LOC110874759
LOC110874763
LOC110874767
LOC110874786
LOC110874789
LOC110874790
LOC110874791
LOC110874793
LOC110874799
LOC110874803
LOC110874807
LOC110874808
LOC110874813
LOC110874817
LOC110874831
LOC110874832
LOC110874835
LOC110874845
LOC110874846
LOC110874859
LOC110874876
LOC110874898
LOC110874911
LOC110874928
LOC110874930
LOC110874931
LOC110874933
LOC110874957
LOC110874958
LOC110874961
LOC110874977
LOC110874990
LOC110875010
LOC110875020
LOC110875021
LOC110875022
LOC110875052
LOC110875053
LOC110875058
LOC110875082
LOC110875088
LOC110875093
LOC110875106
LOC110875108
LOC110875133
LOC110875152
LOC110875157
LOC110875159
LOC110875163
LOC110875198
LOC110875206
LOC110875232
LOC110875236
LOC110875237
LOC110875254
LOC110875263
LOC110875267
LOC110875305
LOC110875314
LOC110875341
LOC110875354
LOC110875364
LOC110875371
LOC110875372
LOC110875385
LOC110875390
LOC110875478
LOC110875495
LOC110875518
LOC110875523
LOC110875535
LOC110875549
LOC110875550
LOC110875557
LOC110875563
LOC110875595
LOC110875600
LOC110875613
LOC110875622
LOC110875623
LOC110875644
LOC110875646
LOC110875681
LOC110875688
LOC110875690
LOC110875700
LOC110875713
LOC110875775
LOC110875806
LOC110875840
LOC110875847
LOC110875874
LOC110875913
LOC110876019
LOC110876040
LOC110876113
LOC110876150
LOC110876157
LOC110876207
LOC110876226
LOC110876233
LOC110876250
LOC110876258
LOC110876261
LOC110876270
LOC110876278
LOC110876295
LOC110876345
LOC110876353
LOC110876359
LOC110876375
LOC110876451
LOC110876464
LOC110876470
LOC110876499
LOC110876515
LOC110876530
LOC110876579
LOC110876598
LOC110876615
LOC110876639
