AT66_p01
AT66_p02
AT66_p03
AT66_p04
AT66_p05
AT66_p06
AT66_p07
AT66_p08
AT66_p09
AT66_p10
AT66_p11
AT66_p12
AT66_p13
AT66_p14
AT66_p15
AT66_p15a
AT66_p16
AT66_p17
AT66_p18
AT66_p19
AT66_p20
AT66_p21
AT66_p22
AT66_p23
AT66_p24
AT66_p25
AT66_p26
HeanCp001
HeanCp002
HeanCp003
HeanCp004
HeanCp005
HeanCp006
HeanCp007
HeanCp008
HeanCp009
HeanCp010
HeanCp011
HeanCp012
HeanCp013
HeanCp014
HeanCp015
HeanCp016
HeanCp017
HeanCp019
HeanCp020
HeanCp021
HeanCp022
HeanCp023
HeanCp024
HeanCp025
HeanCp027
HeanCp028
HeanCp029
HeanCp033
HeanCp034
HeanCp035
HeanCp036
HeanCp037
HeanCp038
HeanCp039
HeanCp040
HeanCp041
HeanCp042
HeanCp043
HeanCp044
HeanCp045
HeanCp046
HeanCp047
HeanCp048
HeanCp050
HeanCp051
HeanCp052
HeanCp053
HeanCp054
HeanCp056
HeanCp057
HeanCp058
HeanCp059
HeanCp060
HeanCp061
HeanCp062
HeanCp063
HeanCp064
HeanCp065
HeanCp066
HeanCp067
HeanCp070
HeanCp071
HeanCp072
HeanCp073
HeanCp074
HeanCp075
HeanCp076
HeanCp077
HeanCp078
HeanCp079
HeanCp080
HeanCp081
HeanCp084
HeanCp085
HeanCp086
HeanCp087
HeanCp088
HeanCr001
HeanCr002
HeanCr004
HeanCr007
HeanCt001
HeanCt005
HeanCt007
HeanCt019
LOC110863689
LOC110863698
LOC110863713
LOC110863718
LOC110863752
LOC110863756
LOC110863770
LOC110863782
LOC110863783
LOC110863794
LOC110863820
LOC110863848
LOC110863854
LOC110863869
LOC110863876
LOC110863896
LOC110863897
LOC110863939
LOC110863940
LOC110863950
LOC110863983
LOC110863987
LOC110864016
LOC110864017
LOC110864030
LOC110864046
LOC110864074
LOC110864076
LOC110864080
LOC110864093
LOC110864096
LOC110864114
LOC110864135
LOC110864141
LOC110864156
LOC110864168
LOC110864182
LOC110864196
LOC110864201
LOC110864205
LOC110864209
LOC110864210
LOC110864233
LOC110864235
LOC110864242
LOC110864243
LOC110864247
LOC110864260
LOC110864265
LOC110864268
LOC110864276
LOC110864277
LOC110864278
LOC110864279
LOC110864282
LOC110864285
LOC110864286
LOC110864291
LOC110864292
LOC110864296
LOC110864297
LOC110864302
LOC110864305
LOC110864309
LOC110864313
LOC110864314
LOC110864320
LOC110864324
LOC110864327
LOC110864329
LOC110864336
LOC110864337
LOC110864342
LOC110864357
LOC110864361
LOC110864368
LOC110864374
LOC110864379
LOC110864385
LOC110864387
LOC110864389
LOC110864393
LOC110864400
LOC110864405
LOC110864406
LOC110864410
LOC110864411
LOC110864413
LOC110864414
LOC110864423
LOC110864427
LOC110864428
LOC110864430
LOC110864434
LOC110864437
LOC110864439
LOC110864443
LOC110864468
LOC110864486
LOC110864488
LOC110864489
LOC110864490
LOC110864499
LOC110864522
LOC110864524
LOC110864527
LOC110864528
LOC110864529
LOC110864530
LOC110864532
LOC110864534
LOC110864535
LOC110864545
LOC110864549
LOC110864562
LOC110864570
LOC110864578
LOC110864580
LOC110864586
LOC110864600
LOC110864605
LOC110864609
LOC110864610
LOC110864611
LOC110864616
LOC110864617
LOC110864621
LOC110864626
LOC110864628
LOC110864633
LOC110864635
LOC110864636
LOC110864637
LOC110864638
LOC110864640
LOC110864641
LOC110864646
LOC110864647
LOC110864653
LOC110864654
LOC110864656
LOC110864658
LOC110864664
LOC110864668
LOC110864681
LOC110864683
LOC110864685
LOC110864692
LOC110864702
LOC110864703
LOC110864708
LOC110864710
LOC110864712
LOC110864727
LOC110864733
LOC110864737
LOC110864740
LOC110864747
LOC110864752
LOC110864753
LOC110864758
LOC110864761
LOC110864763
LOC110864764
LOC110864765
LOC110864768
LOC110864770
LOC110864771
LOC110864773
LOC110864774
LOC110864782
LOC110864784
LOC110864793
LOC110864795
LOC110864800
LOC110864802
LOC110864805
LOC110864807
LOC110864808
LOC110864809
LOC110864813
LOC110864815
LOC110864816
LOC110864817
LOC110864820
LOC110864821
LOC110864825
LOC110864836
LOC110864837
LOC110864844
LOC110864846
LOC110864847
LOC110864852
LOC110864855
LOC110864861
LOC110864863
LOC110864868
LOC110864869
LOC110864873
LOC110864874
LOC110864875
LOC110864877
LOC110864880
LOC110864883
LOC110864885
LOC110864887
LOC110864891
LOC110864896
LOC110864901
LOC110864909
LOC110864910
LOC110864914
LOC110864915
LOC110864917
LOC110864920
LOC110864925
LOC110864927
LOC110864932
LOC110864936
LOC110864944
LOC110864949
LOC110864953
LOC110864959
LOC110864960
LOC110864961
LOC110864966
LOC110864971
LOC110864976
LOC110864982
LOC110864992
LOC110864996
LOC110864998
LOC110865000
LOC110865001
LOC110865003
LOC110865004
LOC110865009
LOC110865016
LOC110865023
LOC110865029
LOC110865031
LOC110865032
LOC110865037
LOC110865042
LOC110865047
LOC110865051
LOC110865064
LOC110865071
LOC110865073
LOC110865074
LOC110865076
LOC110865084
LOC110865087
LOC110865088
LOC110865093
LOC110865096
LOC110865097
LOC110865104
LOC110865107
LOC110865112
LOC110865115
LOC110865116
LOC110865120
LOC110865125
LOC110865129
LOC110865145
LOC110865146
LOC110865152
LOC110865155
LOC110865157
LOC110865158
LOC110865164
LOC110865177
LOC110865182
LOC110865189
LOC110865198
LOC110865201
LOC110865208
LOC110865210
LOC110865220
LOC110865224
LOC110865227
LOC110865235
LOC110865236
LOC110865237
LOC110865239
LOC110865252
LOC110865260
LOC110865270
LOC110865277
LOC110865281
LOC110865284
LOC110865285
LOC110865286
LOC110865288
LOC110865289
LOC110865303
LOC110865304
LOC110865308
LOC110865316
LOC110865319
LOC110865321
LOC110865324
LOC110865327
LOC110865332
LOC110865333
LOC110865335
LOC110865339
LOC110865343
LOC110865350
LOC110865352
LOC110865353
LOC110865357
LOC110865364
LOC110865366
LOC110865367
LOC110865371
LOC110865379
LOC110865382
LOC110865384
LOC110865387
LOC110865389
LOC110865392
LOC110865394
LOC110865396
LOC110865403
LOC110865409
LOC110865410
LOC110865416
LOC110865417
LOC110865418
LOC110865422
LOC110865430
LOC110865437
LOC110865443
LOC110865447
LOC110865456
LOC110865464
LOC110865483
LOC110865489
LOC110865491
LOC110865505
LOC110865508
LOC110865510
LOC110865523
LOC110865524
LOC110865526
LOC110865528
LOC110865531
LOC110865536
LOC110865542
LOC110865545
LOC110865549
LOC110865554
LOC110865559
LOC110865560
LOC110865563
LOC110865571
LOC110865576
LOC110865581
LOC110865584
LOC110865586
LOC110865590
LOC110865595
LOC110865607
LOC110865611
LOC110865613
LOC110865619
LOC110865622
LOC110865634
LOC110865637
LOC110865638
LOC110865641
LOC110865645
LOC110865646
LOC110865650
LOC110865660
LOC110865672
LOC110865674
LOC110865675
LOC110865679
LOC110865682
LOC110865694
LOC110865696
LOC110865699
LOC110865711
LOC110865716
LOC110865720
LOC110865723
LOC110865724
LOC110865726
LOC110865728
LOC110865730
LOC110865731
LOC110865732
LOC110865736
LOC110865738
LOC110865744
LOC110865746
LOC110865749
LOC110865755
LOC110865756
LOC110865757
LOC110865759
LOC110865770
LOC110865772
LOC110865774
LOC110865775
LOC110865776
LOC110865777
LOC110865780
LOC110865782
LOC110865785
LOC110865789
LOC110865796
LOC110865798
LOC110865801
LOC110865802
LOC110865816
LOC110865818
LOC110865834
LOC110865835
LOC110865836
LOC110865839
LOC110865841
LOC110865844
LOC110865845
LOC110865846
LOC110865847
LOC110865857
LOC110865860
LOC110865865
LOC110865866
LOC110865868
LOC110865883
LOC110865886
LOC110865887
LOC110865894
LOC110865898
LOC110865901
LOC110865903
LOC110865905
LOC110865906
LOC110865909
LOC110865916
LOC110865917
LOC110865941
LOC110865943
LOC110865958
LOC110865961
LOC110865962
LOC110865973
LOC110865974
LOC110865978
LOC110865991
LOC110865992
LOC110865993
LOC110865994
LOC110865995
LOC110865998
LOC110866004
LOC110866008
LOC110866010
LOC110866016
LOC110866019
LOC110866028
LOC110866042
LOC110866046
LOC110866049
LOC110866055
LOC110866066
LOC110866076
LOC110866130
LOC110866137
LOC110866141
LOC110866142
LOC110866160
LOC110866189
LOC110866192
LOC110866213
LOC110866218
LOC110866221
LOC110866242
LOC110866270
LOC110866278
LOC110866310
LOC110866316
LOC110866338
LOC110866339
LOC110866358
LOC110866372
LOC110866373
LOC110866379
LOC110866393
LOC110866420
LOC110866430
LOC110866454
LOC110866455
LOC110866473
LOC110866492
LOC110866502
LOC110866524
LOC110866525
LOC110866543
LOC110866547
LOC110866567
LOC110866574
LOC110866606
LOC110866637
LOC110866663
LOC110866697
LOC110866719
LOC110866724
LOC110866734
LOC110866774
LOC110866810
LOC110866839
LOC110866859
LOC110866865
LOC110866873
LOC110866874
LOC110866887
LOC110866921
LOC110866936
LOC110866972
LOC110866981
LOC110866989
LOC110866990
LOC110866993
LOC110867020
LOC110867026
LOC110867032
LOC110867038
LOC110867056
LOC110867059
LOC110867088
LOC110867090
LOC110867096
LOC110867097
LOC110867109
LOC110867138
LOC110867145
LOC110867147
LOC110867163
LOC110867166
LOC110867171
LOC110867182
LOC110867186
LOC110867187
LOC110867189
LOC110867218
LOC110867220
LOC110867251
LOC110867261
LOC110867274
LOC110867284
LOC110867285
LOC110867292
LOC110867307
LOC110867315
LOC110867377
LOC110867382
LOC110867392
LOC110867397
LOC110867412
LOC110867423
LOC110867425
LOC110867440
LOC110867447
LOC110867467
LOC110867497
LOC110867507
LOC110867515
LOC110867525
LOC110867528
LOC110867540
LOC110867551
LOC110867568
LOC110867573
LOC110867576
LOC110867577
LOC110867578
LOC110867582
LOC110867587
LOC110867589
LOC110867592
LOC110867593
LOC110867599
LOC110867601
LOC110867602
LOC110867605
LOC110867606
LOC110867607
LOC110867612
LOC110867613
LOC110867617
LOC110867620
LOC110867623
LOC110867636
LOC110867637
LOC110867640
LOC110867653
LOC110867654
LOC110867655
LOC110867656
LOC110867657
LOC110867664
LOC110867665
LOC110867667
LOC110867673
LOC110867676
LOC110867682
LOC110867685
LOC110867693
LOC110867703
LOC110867707
LOC110867715
LOC110867721
LOC110867724
LOC110867725
LOC110867729
LOC110867731
LOC110867735
LOC110867737
LOC110867738
LOC110867739
LOC110867740
LOC110867744
LOC110867751
LOC110867753
LOC110867755
LOC110867757
LOC110867762
LOC110867764
LOC110867765
LOC110867769
LOC110867773
LOC110867774
LOC110867781
LOC110867787
LOC110867789
LOC110867792
LOC110867800
LOC110867802
LOC110867806
LOC110867809
LOC110867810
LOC110867812
LOC110867816
LOC110867821
LOC110867822
LOC110867823
LOC110867827
LOC110867828
LOC110867829
LOC110867839
LOC110867843
LOC110867846
LOC110867849
LOC110867851
LOC110867861
LOC110867863
LOC110867864
LOC110867866
LOC110867872
LOC110867875
LOC110867876
LOC110867885
LOC110867887
LOC110867891
LOC110867894
LOC110867898
LOC110867899
LOC110867908
LOC110867912
LOC110867917
LOC110867920
LOC110867923
LOC110867925
LOC110867927
LOC110867930
LOC110867935
LOC110867947
LOC110867952
LOC110867956
LOC110867957
LOC110867962
LOC110867967
LOC110867970
LOC110867973
LOC110867975
LOC110867977
LOC110867978
LOC110867980
LOC110867981
LOC110867985
LOC110867986
LOC110867987
LOC110867995
LOC110868004
LOC110868005
LOC110868010
LOC110868013
LOC110868014
LOC110868022
LOC110868027
LOC110868032
LOC110868033
LOC110868036
LOC110868041
LOC110868042
LOC110868046
LOC110868047
LOC110868051
LOC110868055
LOC110868059
LOC110868060
LOC110868062
LOC110868063
LOC110868064
LOC110868069
LOC110868078
LOC110868079
LOC110868080
LOC110868082
LOC110868084
LOC110868086
LOC110868097
LOC110868098
LOC110868099
LOC110868109
LOC110868110
LOC110868116
LOC110868118
LOC110868123
LOC110868124
LOC110868133
LOC110868146
LOC110868148
LOC110868160
LOC110868162
LOC110868166
LOC110868167
LOC110868170
LOC110868173
LOC110868176
LOC110868180
LOC110868185
LOC110868198
LOC110868205
LOC110868207
LOC110868208
LOC110868217
LOC110868218
LOC110868219
LOC110868221
LOC110868225
LOC110868227
LOC110868229
LOC110868231
LOC110868237
LOC110868248
LOC110868268
LOC110868280
LOC110868292
LOC110868297
LOC110868303
LOC110868311
LOC110868313
LOC110868315
LOC110868317
LOC110868318
LOC110868321
LOC110868322
LOC110868324
LOC110868326
LOC110868330
LOC110868331
LOC110868333
LOC110868335
LOC110868340
LOC110868341
LOC110868342
LOC110868344
LOC110868346
LOC110868348
LOC110868349
LOC110868351
LOC110868352
LOC110868353
LOC110868357
LOC110868358
LOC110868362
LOC110868372
LOC110868376
LOC110868378
LOC110868381
LOC110868386
LOC110868387
LOC110868390
LOC110868392
LOC110868393
LOC110868398
LOC110868402
LOC110868408
LOC110868410
LOC110868411
LOC110868412
LOC110868414
LOC110868419
LOC110868428
LOC110868429
LOC110868431
LOC110868435
LOC110868439
LOC110868446
LOC110868447
LOC110868448
LOC110868450
LOC110868451
LOC110868452
LOC110868454
LOC110868455
LOC110868463
LOC110868464
LOC110868465
LOC110868477
LOC110868478
LOC110868479
LOC110868480
LOC110868481
LOC110868492
LOC110868496
LOC110868499
LOC110868507
LOC110868510
LOC110868516
LOC110868517
LOC110868519
LOC110868520
LOC110868521
LOC110868522
LOC110868523
LOC110868539
LOC110868550
LOC110868557
LOC110868561
LOC110868562
LOC110868568
LOC110868570
LOC110868571
LOC110868573
LOC110868574
LOC110868577
LOC110868583
LOC110868588
LOC110868593
LOC110868597
LOC110868599
LOC110868616
LOC110868623
LOC110868627
LOC110868637
LOC110868641
LOC110868642
LOC110868644
LOC110868648
LOC110868649
LOC110868651
LOC110868656
LOC110868665
LOC110868666
LOC110868670
LOC110868673
LOC110868676
LOC110868677
LOC110868679
LOC110868682
LOC110868684
LOC110868685
LOC110868689
LOC110868690
LOC110868691
LOC110868700
LOC110868701
LOC110868708
LOC110868716
LOC110868722
LOC110868727
LOC110868730
LOC110868731
LOC110868736
LOC110868739
LOC110868741
LOC110868743
LOC110868757
LOC110868758
LOC110868759
LOC110868769
LOC110868771
LOC110868772
LOC110868774
LOC110868775
LOC110868776
LOC110868779
LOC110868784
LOC110868789
LOC110868798
LOC110868799
LOC110868800
LOC110868801
LOC110868809
LOC110868810
LOC110868812
LOC110868818
LOC110868819
LOC110868826
LOC110868833
LOC110868836
LOC110868837
LOC110868840
LOC110868842
LOC110868843
LOC110868844
LOC110868845
LOC110868848
LOC110868858
LOC110868859
LOC110868862
LOC110868864
LOC110868866
LOC110868869
LOC110868871
LOC110868875
LOC110868881
LOC110868894
LOC110868907
LOC110868909
LOC110868918
LOC110868919
LOC110868923
LOC110868930
LOC110868932
LOC110868933
LOC110868937
LOC110868941
LOC110868946
LOC110868952
LOC110868957
LOC110868964
LOC110868966
LOC110868970
LOC110868972
LOC110868973
LOC110868976
LOC110868978
LOC110868982
LOC110868984
LOC110868991
LOC110868996
LOC110868997
LOC110869003
LOC110869024
LOC110869025
LOC110869027
LOC110869028
LOC110869030
LOC110869032
LOC110869034
LOC110869035
LOC110869045
LOC110869046
LOC110869047
LOC110869050
LOC110869053
LOC110869059
LOC110869062
LOC110869066
LOC110869068
LOC110869070
LOC110869077
LOC110869078
LOC110869087
LOC110869088
LOC110869089
LOC110869100
LOC110869103
LOC110869104
LOC110869109
LOC110869114
LOC110869115
LOC110869123
LOC110869124
LOC110869130
LOC110869131
LOC110869141
LOC110869163
LOC110869169
LOC110869171
LOC110869172
LOC110869185
LOC110869193
LOC110869203
LOC110869216
LOC110869220
LOC110869226
LOC110869234
LOC110869237
LOC110869243
LOC110869248
LOC110869256
LOC110869258
LOC110869266
LOC110869273
LOC110869276
LOC110869283
LOC110869286
LOC110869288
LOC110869295
LOC110869303
LOC110869329
LOC110869332
LOC110869341
LOC110869342
LOC110869415
LOC110869426
LOC110869437
LOC110869455
LOC110869465
LOC110869470
LOC110869483
LOC110869486
LOC110869503
LOC110869515
LOC110869528
LOC110869530
LOC110869545
LOC110869550
LOC110869559
LOC110869572
LOC110869586
LOC110869589
LOC110869591
LOC110869595
LOC110869631
LOC110869687
LOC110869710
LOC110869716
LOC110869727
LOC110869744
LOC110869745
LOC110869762
LOC110869781
LOC110869789
LOC110869806
LOC110869829
LOC110869837
LOC110869865
LOC110869867
LOC110869871
LOC110869898
LOC110869901
LOC110869959
LOC110869960
LOC110869964
LOC110870011
LOC110870020
LOC110870024
LOC110870032
LOC110870037
LOC110870039
LOC110870052
LOC110870058
LOC110870079
LOC110870080
LOC110870081
LOC110870101
LOC110870155
LOC110870175
LOC110870185
LOC110870222
LOC110870238
LOC110870251
LOC110870261
LOC110870262
LOC110870270
LOC110870300
LOC110870325
LOC110870331
LOC110870344
LOC110870346
LOC110870362
LOC110870379
LOC110870380
LOC110870392
LOC110870414
LOC110870421
LOC110870428
LOC110870441
LOC110870489
LOC110870494
LOC110870513
LOC110870534
