STATION,Month,Day,Year,LATITUDE,LONGITUDE,ELEVATION,PRCP,TMAX,TMIN,GHI
USW00013873,1,1,98,33.94773,-83.32736,239,0,78,-72,150.88
USW00013873,1,2,98,33.94773,-83.32736,239,0,139,-56,149.12
USW00013873,1,3,98,33.94773,-83.32736,239,0,183,0,144.67
USW00013873,1,4,98,33.94773,-83.32736,239,0,200,67,97.54
USW00013873,1,5,98,33.94773,-83.32736,239,10,189,117,46.71
USW00013873,1,6,98,33.94773,-83.32736,239,13,194,161,49.71
USW00013873,1,7,98,33.94773,-83.32736,239,429,211,178,30.79
USW00013873,1,8,98,33.94773,-83.32736,239,20,206,111,95.75
USW00013873,1,9,98,33.94773,-83.32736,239,0,111,44,23.92
USW00013873,1,10,98,33.94773,-83.32736,239,0,139,-6,156.71
USW00013873,1,11,98,33.94773,-83.32736,239,0,183,6,135.5
USW00013873,1,12,98,33.94773,-83.32736,239,0,150,33,81.88
USW00013873,1,13,98,33.94773,-83.32736,239,30,156,89,94.33
USW00013873,1,14,98,33.94773,-83.32736,239,91,100,28,53.96
USW00013873,1,15,98,33.94773,-83.32736,239,127,44,17,25.71
USW00013873,1,16,98,33.94773,-83.32736,239,91,83,44,29.92
USW00013873,1,17,98,33.94773,-83.32736,239,0,106,17,120.21
USW00013873,1,18,98,33.94773,-83.32736,239,53,128,-6,137.29
USW00013873,1,19,98,33.94773,-83.32736,239,122,111,17,98.29
USW00013873,1,20,98,33.94773,-83.32736,239,0,100,-17,163.92
USW00013873,1,21,98,33.94773,-83.32736,239,0,106,0,136
USW00013873,1,22,98,33.94773,-83.32736,239,191,72,50,29.54
USW00013873,1,23,98,33.94773,-83.32736,239,5,94,61,41.04
USW00013873,1,24,98,33.94773,-83.32736,239,0,94,17,169.88
USW00013873,1,25,98,33.94773,-83.32736,239,0,106,-22,151.46
USW00013873,1,26,98,33.94773,-83.32736,239,0,122,-28,173.58
USW00013873,1,27,98,33.94773,-83.32736,239,307,83,33,54.42
USW00013873,1,28,98,33.94773,-83.32736,239,0,150,33,177.79
USW00013873,1,29,98,33.94773,-83.32736,239,0,167,6,139.42
USW00013873,1,30,98,33.94773,-83.32736,239,0,150,39,180.83
USW00013873,1,31,98,33.94773,-83.32736,239,0,111,-22,185.29
USW00013873,2,1,98,33.94773,-83.32736,239,0,117,-17,177
USW00013873,2,2,98,33.94773,-83.32736,239,91,78,50,55.88
USW00013873,2,3,98,33.94773,-83.32736,239,599,83,61,34.46
USW00013873,2,4,98,33.94773,-83.32736,239,460,67,22,76.54
USW00013873,2,5,98,33.94773,-83.32736,239,0,78,6,167.83
USW00013873,2,6,98,33.94773,-83.32736,239,0,117,-11,144.62
USW00013873,2,7,98,33.94773,-83.32736,239,0,89,61,59.12
USW00013873,2,8,98,33.94773,-83.32736,239,0,122,50,98.75
USW00013873,2,9,98,33.94773,-83.32736,239,0,133,39,145.71
USW00013873,2,10,98,33.94773,-83.32736,239,0,161,0,188.88
USW00013873,2,11,98,33.94773,-83.32736,239,38,172,44,68.75
USW00013873,2,12,98,33.94773,-83.32736,239,0,128,50,149.79
USW00013873,2,13,98,33.94773,-83.32736,239,0,139,22,167.75
USW00013873,2,14,98,33.94773,-83.32736,239,0,133,11,190.96
USW00013873,2,15,98,33.94773,-83.32736,239,3,117,0,153.54
USW00013873,2,16,98,33.94773,-83.32736,239,287,72,44,48.79
USW00013873,2,17,98,33.94773,-83.32736,239,107,183,72,151.62
USW00013873,2,18,98,33.94773,-83.32736,239,3,89,44,50.96
USW00013873,2,19,98,33.94773,-83.32736,239,0,178,28,208.83
USW00013873,2,20,98,33.94773,-83.32736,239,0,172,50,187.83
USW00013873,2,21,98,33.94773,-83.32736,239,0,167,22,219.04
USW00013873,2,22,98,33.94773,-83.32736,239,160,100,33,79.71
USW00013873,2,23,98,33.94773,-83.32736,239,51,122,67,69.25
USW00013873,2,24,98,33.94773,-83.32736,239,0,183,44,224.38
USW00013873,2,25,98,33.94773,-83.32736,239,0,233,56,230.92
USW00013873,2,26,98,33.94773,-83.32736,239,13,233,50,217.08
USW00013873,2,27,98,33.94773,-83.32736,239,150,222,117,115.42
USW00013873,2,28,98,33.94773,-83.32736,239,0,211,83,212.83
USW00013873,3,1,98,33.94773,-83.32736,239,0,178,83,236.67
USW00013873,3,2,98,33.94773,-83.32736,239,0,139,22,207.71
USW00013873,3,3,98,33.94773,-83.32736,239,0,72,6,138.46
USW00013873,3,4,98,33.94773,-83.32736,239,0,150,0,223.58
USW00013873,3,5,98,33.94773,-83.32736,239,23,100,72,54.5
USW00013873,3,6,98,33.94773,-83.32736,239,86,100,67,51.88
USW00013873,3,7,98,33.94773,-83.32736,239,246,100,67,52.29
USW00013873,3,8,98,33.94773,-83.32736,239,770,172,100,44.46
USW00013873,3,9,98,33.94773,-83.32736,239,13,161,33,73.17
USW00013873,3,10,98,33.94773,-83.32736,239,0,61,-22,198.58
USW00013873,3,11,98,33.94773,-83.32736,239,0,78,-56,266.25
USW00013873,3,12,98,33.94773,-83.32736,239,0,61,-67,271.75
USW00013873,3,13,98,33.94773,-83.32736,239,0,117,-61,258.29
USW00013873,3,14,98,33.94773,-83.32736,239,0,200,17,256.5
USW00013873,3,15,98,33.94773,-83.32736,239,0,211,50,261.71
USW00013873,3,16,98,33.94773,-83.32736,239,0,150,56,176.79
USW00013873,3,17,98,33.94773,-83.32736,239,5,56,39,52.96
USW00013873,3,18,98,33.94773,-83.32736,239,102,72,33,67.5
USW00013873,3,19,98,33.94773,-83.32736,239,0,222,78,208.71
USW00013873,3,20,98,33.94773,-83.32736,239,3,194,72,143.92
USW00013873,3,21,98,33.94773,-83.32736,239,0,94,39,133.83
USW00013873,3,22,98,33.94773,-83.32736,239,0,150,28,276.12
USW00013873,3,23,98,33.94773,-83.32736,239,0,167,-6,202.08
USW00013873,3,24,98,33.94773,-83.32736,239,13,161,67,162.67
USW00013873,3,25,98,33.94773,-83.32736,239,0,200,67,228.62
USW00013873,3,26,98,33.94773,-83.32736,239,0,250,78,243.17
USW00013873,3,27,98,33.94773,-83.32736,239,0,256,100,283.17
USW00013873,3,28,98,33.94773,-83.32736,239,0,261,139,241.62
USW00013873,3,29,98,33.94773,-83.32736,239,0,278,117,222.21
USW00013873,3,30,98,33.94773,-83.32736,239,0,283,139,242.46
USW00013873,3,31,98,33.94773,-83.32736,239,8,233,156,101.04
USW00013873,4,1,98,33.94773,-83.32736,239,48,239,133,255.54
USW00013873,4,2,98,33.94773,-83.32736,239,0,267,83,299.92
USW00013873,4,3,98,33.94773,-83.32736,239,892,167,100,52.96
USW00013873,4,4,98,33.94773,-83.32736,239,0,156,67,206
USW00013873,4,5,98,33.94773,-83.32736,239,0,189,28,307.96
USW00013873,4,6,98,33.94773,-83.32736,239,0,233,28,306.75
USW00013873,4,7,98,33.94773,-83.32736,239,0,256,83,268.54
USW00013873,4,8,98,33.94773,-83.32736,239,257,239,133,168.54
USW00013873,4,9,98,33.94773,-83.32736,239,102,211,106,286.83
USW00013873,4,10,98,33.94773,-83.32736,239,0,128,78,128.21
USW00013873,4,11,98,33.94773,-83.32736,239,0,206,39,318.12
USW00013873,4,12,98,33.94773,-83.32736,239,0,211,33,318.71
USW00013873,4,13,98,33.94773,-83.32736,239,0,217,50,264.04
USW00013873,4,14,98,33.94773,-83.32736,239,178,172,111,87.33
USW00013873,4,15,98,33.94773,-83.32736,239,0,250,144,146.21
USW00013873,4,16,98,33.94773,-83.32736,239,3,217,150,100.54
USW00013873,4,17,98,33.94773,-83.32736,239,198,250,167,162.08
USW00013873,4,18,98,33.94773,-83.32736,239,5,211,139,157.92
USW00013873,4,19,98,33.94773,-83.32736,239,404,189,122,80.62
USW00013873,4,20,98,33.94773,-83.32736,239,0,206,72,320.04
USW00013873,4,21,98,33.94773,-83.32736,239,175,200,100,169.58
USW00013873,4,22,98,33.94773,-83.32736,239,117,161,78,121.83
USW00013873,4,23,98,33.94773,-83.32736,239,51,167,72,204.92
USW00013873,4,24,98,33.94773,-83.32736,239,0,217,56,307.29
USW00013873,4,25,98,33.94773,-83.32736,239,0,233,72,316.12
USW00013873,4,26,98,33.94773,-83.32736,239,0,233,106,332.21
USW00013873,4,27,98,33.94773,-83.32736,239,0,239,106,225.92
USW00013873,4,28,98,33.94773,-83.32736,239,0,150,94,170.71
USW00013873,4,29,98,33.94773,-83.32736,239,20,200,106,165.17
USW00013873,4,30,98,33.94773,-83.32736,239,325,161,144,69
USW00013873,5,1,98,33.94773,-83.32736,239,13,217,122,253.83
USW00013873,5,2,98,33.94773,-83.32736,239,0,239,106,288.92
USW00013873,5,3,98,33.94773,-83.32736,239,109,206,106,164.21
USW00013873,5,4,98,33.94773,-83.32736,239,0,222,122,310.92
USW00013873,5,5,98,33.94773,-83.32736,239,0,244,100,312.08
USW00013873,5,6,98,33.94773,-83.32736,239,0,267,111,284.17
USW00013873,5,7,98,33.94773,-83.32736,239,213,256,156,141.46
USW00013873,5,8,98,33.94773,-83.32736,239,168,256,161,339.71
USW00013873,5,9,98,33.94773,-83.32736,239,0,256,144,316.08
USW00013873,5,10,98,33.94773,-83.32736,239,168,239,172,149.12
USW00013873,5,11,98,33.94773,-83.32736,239,0,261,139,337.54
USW00013873,5,12,98,33.94773,-83.32736,239,0,267,117,339.54
USW00013873,5,13,98,33.94773,-83.32736,239,0,272,144,326.67
USW00013873,5,14,98,33.94773,-83.32736,239,0,311,167,327.21
USW00013873,5,15,98,33.94773,-83.32736,239,0,300,189,318.71
USW00013873,5,16,98,33.94773,-83.32736,239,0,294,200,259.83
USW00013873,5,17,98,33.94773,-83.32736,239,0,306,206,275.75
USW00013873,5,18,98,33.94773,-83.32736,239,76,294,200,304.88
USW00013873,5,19,98,33.94773,-83.32736,239,0,311,172,334.25
USW00013873,5,20,98,33.94773,-83.32736,239,0,317,178,313.79
USW00013873,5,21,98,33.94773,-83.32736,239,0,317,194,328.33
USW00013873,5,22,98,33.94773,-83.32736,239,0,311,200,277.38
USW00013873,5,23,98,33.94773,-83.32736,239,0,311,200,298.88
USW00013873,5,24,98,33.94773,-83.32736,239,0,311,217,262.75
USW00013873,5,25,98,33.94773,-83.32736,239,0,311,206,286.42
USW00013873,5,26,98,33.94773,-83.32736,239,0,322,200,327.04
USW00013873,5,27,98,33.94773,-83.32736,239,5,317,194,266.96
USW00013873,5,28,98,33.94773,-83.32736,239,0,322,194,319.08
USW00013873,5,29,98,33.94773,-83.32736,239,0,317,194,298.17
USW00013873,5,30,98,33.94773,-83.32736,239,30,267,200,154.88
USW00013873,5,31,98,33.94773,-83.32736,239,0,311,189,267.62
USW00013873,6,1,98,33.94773,-83.32736,239,0,339,222,323.33
USW00013873,6,2,98,33.94773,-83.32736,239,0,356,194,322.12
USW00013873,6,3,98,33.94773,-83.32736,239,0,350,217,347.92
USW00013873,6,4,98,33.94773,-83.32736,239,99,322,206,196.67
USW00013873,6,5,98,33.94773,-83.32736,239,18,311,194,240.25
USW00013873,6,6,98,33.94773,-83.32736,239,0,283,150,253.25
USW00013873,6,7,98,33.94773,-83.32736,239,0,250,144,367.25
USW00013873,6,8,98,33.94773,-83.32736,239,0,272,111,330.88
USW00013873,6,9,98,33.94773,-83.32736,239,13,289,150,229.12
USW00013873,6,10,98,33.94773,-83.32736,239,18,317,189,225.21
USW00013873,6,11,98,33.94773,-83.32736,239,0,339,189,285.79
USW00013873,6,12,98,33.94773,-83.32736,239,0,339,206,333.5
USW00013873,6,13,98,33.94773,-83.32736,239,0,333,217,336.62
USW00013873,6,14,98,33.94773,-83.32736,239,0,350,189,317.58
USW00013873,6,15,98,33.94773,-83.32736,239,0,344,244,290.71
USW00013873,6,16,98,33.94773,-83.32736,239,91,311,194,238.5
USW00013873,6,17,98,33.94773,-83.32736,239,0,322,189,358.33
USW00013873,6,18,98,33.94773,-83.32736,239,0,350,183,340.17
USW00013873,6,19,98,33.94773,-83.32736,239,145,339,200,179.38
USW00013873,6,20,98,33.94773,-83.32736,239,0,328,183,355.75
USW00013873,6,21,98,33.94773,-83.32736,239,0,344,189,326.58
USW00013873,6,22,98,33.94773,-83.32736,239,0,356,217,332.54
USW00013873,6,23,98,33.94773,-83.32736,239,0,356,211,349.62
USW00013873,6,24,98,33.94773,-83.32736,239,109,361,217,337.5
USW00013873,6,25,98,33.94773,-83.32736,239,0,350,206,342.92
USW00013873,6,26,98,33.94773,-83.32736,239,0,367,222,333.67
USW00013873,6,27,98,33.94773,-83.32736,239,0,367,233,339.92
USW00013873,6,28,98,33.94773,-83.32736,239,0,372,228,348.58
USW00013873,6,29,98,33.94773,-83.32736,239,0,367,233,312.38
USW00013873,6,30,98,33.94773,-83.32736,239,3,361,233,294.38
USW00013873,7,1,98,33.94773,-83.32736,239,0,339,228,341.42
USW00013873,7,2,98,33.94773,-83.32736,239,0,333,206,229.21
USW00013873,7,3,98,33.94773,-83.32736,239,0,356,206,301.5
USW00013873,7,4,98,33.94773,-83.32736,239,0,361,228,222.75
USW00013873,7,5,98,33.94773,-83.32736,239,0,356,222,326.25
USW00013873,7,6,98,33.94773,-83.32736,239,0,333,228,309.46
USW00013873,7,7,98,33.94773,-83.32736,239,0,344,211,293.71
USW00013873,7,8,98,33.94773,-83.32736,239,246,361,233,205.33
USW00013873,7,9,98,33.94773,-83.32736,239,0,356,228,304.71
USW00013873,7,10,98,33.94773,-83.32736,239,0,344,233,313.33
USW00013873,7,11,98,33.94773,-83.32736,239,0,339,233,303.75
USW00013873,7,12,98,33.94773,-83.32736,239,38,306,228,214.88
USW00013873,7,13,98,33.94773,-83.32736,239,0,322,206,294.12
USW00013873,7,14,98,33.94773,-83.32736,239,0,317,206,251.5
USW00013873,7,15,98,33.94773,-83.32736,239,0,328,206,251.54
USW00013873,7,16,98,33.94773,-83.32736,239,0,333,228,260.17
USW00013873,7,17,98,33.94773,-83.32736,239,8,350,222,280.71
USW00013873,7,18,98,33.94773,-83.32736,239,0,350,217,315.79
USW00013873,7,19,98,33.94773,-83.32736,239,0,383,228,332.96
USW00013873,7,20,98,33.94773,-83.32736,239,41,372,211,277.29
USW00013873,7,21,98,33.94773,-83.32736,239,0,356,211,320.71
USW00013873,7,22,98,33.94773,-83.32736,239,157,322,222,215.04
USW00013873,7,23,98,33.94773,-83.32736,239,56,344,228,272.25
USW00013873,7,24,98,33.94773,-83.32736,239,0,339,222,263.46
USW00013873,7,25,98,33.94773,-83.32736,239,5,333,222,276.17
USW00013873,7,26,98,33.94773,-83.32736,239,0,328,222,259.25
USW00013873,7,27,98,33.94773,-83.32736,239,53,272,222,120.04
USW00013873,7,28,98,33.94773,-83.32736,239,0,339,228,269.5
USW00013873,7,29,98,33.94773,-83.32736,239,0,344,233,289.17
USW00013873,7,30,98,33.94773,-83.32736,239,0,328,228,221.08
USW00013873,7,31,98,33.94773,-83.32736,239,0,306,239,143.67
USW00013873,8,1,98,33.94773,-83.32736,239,0,311,211,324.75
USW00013873,8,2,98,33.94773,-83.32736,239,0,294,189,305.92
USW00013873,8,3,98,33.94773,-83.32736,239,0,306,144,338.21
USW00013873,8,4,98,33.94773,-83.32736,239,0,328,172,301.62
USW00013873,8,5,98,33.94773,-83.32736,239,0,333,172,334.08
USW00013873,8,6,98,33.94773,-83.32736,239,0,333,172,272.71
USW00013873,8,7,98,33.94773,-83.32736,239,0,333,194,223.54
USW00013873,8,8,98,33.94773,-83.32736,239,74,311,211,194.04
USW00013873,8,9,98,33.94773,-83.32736,239,330,311,222,180.33
USW00013873,8,10,98,33.94773,-83.32736,239,0,322,211,294
USW00013873,8,11,98,33.94773,-83.32736,239,0,333,200,295.12
USW00013873,8,12,98,33.94773,-83.32736,239,0,333,211,267.54
USW00013873,8,13,98,33.94773,-83.32736,239,0,311,217,183.79
USW00013873,8,14,98,33.94773,-83.32736,239,137,267,211,134.21
USW00013873,8,15,98,33.94773,-83.32736,239,18,294,217,171.92
USW00013873,8,16,98,33.94773,-83.32736,239,102,317,217,247.88
USW00013873,8,17,98,33.94773,-83.32736,239,0,294,211,205.04
USW00013873,8,18,98,33.94773,-83.32736,239,0,333,211,305.12
USW00013873,8,19,98,33.94773,-83.32736,239,3,328,206,279.17
USW00013873,8,20,98,33.94773,-83.32736,239,3,278,194,171.5
USW00013873,8,21,98,33.94773,-83.32736,239,0,300,161,319.83
USW00013873,8,22,98,33.94773,-83.32736,239,0,322,156,318.96
USW00013873,8,23,98,33.94773,-83.32736,239,0,317,183,285.58
USW00013873,8,24,98,33.94773,-83.32736,239,0,333,194,303.58
USW00013873,8,25,98,33.94773,-83.32736,239,0,339,194,301.92
USW00013873,8,26,98,33.94773,-83.32736,239,0,356,200,279.17
USW00013873,8,27,98,33.94773,-83.32736,239,0,356,217,296.58
USW00013873,8,28,98,33.94773,-83.32736,239,0,361,222,287.33
USW00013873,8,29,98,33.94773,-83.32736,239,0,367,200,295.54
USW00013873,8,30,98,33.94773,-83.32736,239,0,356,228,263
USW00013873,8,31,98,33.94773,-83.32736,239,0,350,217,250.33
USW00013873,9,1,98,33.94773,-83.32736,239,0,328,217,206.83
USW00013873,9,2,98,33.94773,-83.32736,239,0,322,200,189.96
USW00013873,9,3,98,33.94773,-83.32736,239,452,222,189,62
USW00013873,9,4,98,33.94773,-83.32736,239,0,322,178,290.38
USW00013873,9,5,98,33.94773,-83.32736,239,0,339,183,280.42
USW00013873,9,6,98,33.94773,-83.32736,239,0,328,206,263.92
USW00013873,9,7,98,33.94773,-83.32736,239,0,333,206,276.04
USW00013873,9,8,98,33.94773,-83.32736,239,0,322,189,256.83
USW00013873,9,9,98,33.94773,-83.32736,239,0,256,128,299.92
USW00013873,9,10,98,33.94773,-83.32736,239,0,267,106,293.12
USW00013873,9,11,98,33.94773,-83.32736,239,0,289,133,235.38
USW00013873,9,12,98,33.94773,-83.32736,239,0,317,150,274.96
USW00013873,9,13,98,33.94773,-83.32736,239,0,317,156,274.12
USW00013873,9,14,98,33.94773,-83.32736,239,0,317,172,271.5
USW00013873,9,15,98,33.94773,-83.32736,239,0,317,178,249.25
USW00013873,9,16,98,33.94773,-83.32736,239,0,328,183,256.46
USW00013873,9,17,98,33.94773,-83.32736,239,0,322,189,217.67
USW00013873,9,18,98,33.94773,-83.32736,239,3,289,200,121.83
USW00013873,9,19,98,33.94773,-83.32736,239,0,294,211,154.5
USW00013873,9,20,98,33.94773,-83.32736,239,3,283,194,133.96
USW00013873,9,21,98,33.94773,-83.32736,239,51,272,228,97.12
USW00013873,9,22,98,33.94773,-83.32736,239,0,333,217,250.46
USW00013873,9,23,98,33.94773,-83.32736,239,0,283,200,197.38
USW00013873,9,24,98,33.94773,-83.32736,239,0,261,167,231.88
USW00013873,9,25,98,33.94773,-83.32736,239,0,294,139,254.67
USW00013873,9,26,98,33.94773,-83.32736,239,0,317,139,252.08
USW00013873,9,27,98,33.94773,-83.32736,239,0,311,183,210.42
USW00013873,9,28,98,33.94773,-83.32736,239,0,289,206,122.33
USW00013873,9,29,98,33.94773,-83.32736,239,612,256,211,84.79
USW00013873,9,30,98,33.94773,-83.32736,239,13,267,206,112.75
USW00013873,10,1,98,33.94773,-83.32736,239,0,317,189,239.83
USW00013873,10,2,98,33.94773,-83.32736,239,0,250,139,245.42
USW00013873,10,3,98,33.94773,-83.32736,239,0,261,139,131.71
USW00013873,10,4,98,33.94773,-83.32736,239,0,289,206,155.04
USW00013873,10,5,98,33.94773,-83.32736,239,79,283,200,114.5
USW00013873,10,6,98,33.94773,-83.32736,239,20,233,200,80.71
USW00013873,10,7,98,33.94773,-83.32736,239,480,283,200,128.92
USW00013873,10,8,98,33.94773,-83.32736,239,5,267,122,200.79
USW00013873,10,9,98,33.94773,-83.32736,239,0,233,106,222.08
USW00013873,10,10,98,33.94773,-83.32736,239,0,239,94,234.67
USW00013873,10,11,98,33.94773,-83.32736,239,0,256,100,231.54
USW00013873,10,12,98,33.94773,-83.32736,239,0,256,111,228.17
USW00013873,10,13,98,33.94773,-83.32736,239,0,261,122,189.96
USW00013873,10,14,98,33.94773,-83.32736,239,0,250,100,229.08
USW00013873,10,15,98,33.94773,-83.32736,239,0,250,78,226.12
USW00013873,10,16,98,33.94773,-83.32736,239,0,250,106,219.67
USW00013873,10,17,98,33.94773,-83.32736,239,0,244,106,218.33
USW00013873,10,18,98,33.94773,-83.32736,239,0,256,111,191
USW00013873,10,19,98,33.94773,-83.32736,239,0,278,133,184.21
USW00013873,10,20,98,33.94773,-83.32736,239,0,267,156,150.08
USW00013873,10,21,98,33.94773,-83.32736,239,0,222,111,141.83
USW00013873,10,22,98,33.94773,-83.32736,239,0,178,67,219
USW00013873,10,23,98,33.94773,-83.32736,239,0,178,0,215
USW00013873,10,24,98,33.94773,-83.32736,239,0,222,17,212.58
USW00013873,10,25,98,33.94773,-83.32736,239,0,256,39,193.38
USW00013873,10,26,98,33.94773,-83.32736,239,0,267,50,207.5
USW00013873,10,27,98,33.94773,-83.32736,239,0,267,61,201.88
USW00013873,10,28,98,33.94773,-83.32736,239,0,267,83,201
USW00013873,10,29,98,33.94773,-83.32736,239,0,278,100,192.38
USW00013873,10,30,98,33.94773,-83.32736,239,0,300,117,190.5
USW00013873,10,31,98,33.94773,-83.32736,239,0,278,139,192.42
USW00013873,11,1,98,33.94773,-83.32736,239,0,261,128,183.17
USW00013873,11,2,98,33.94773,-83.32736,239,36,228,122,100.62
USW00013873,11,3,98,33.94773,-83.32736,239,3,250,133,143.75
USW00013873,11,4,98,33.94773,-83.32736,239,0,194,89,134.46
USW00013873,11,5,98,33.94773,-83.32736,239,8,144,67,110.58
USW00013873,11,6,98,33.94773,-83.32736,239,0,139,28,136.38
USW00013873,11,7,98,33.94773,-83.32736,239,0,144,6,182.58
USW00013873,11,8,98,33.94773,-83.32736,239,8,122,39,61.96
USW00013873,11,9,98,33.94773,-83.32736,239,10,150,106,49.58
USW00013873,11,10,98,33.94773,-83.32736,239,41,233,144,121.12
USW00013873,11,11,98,33.94773,-83.32736,239,64,194,61,142.04
USW00013873,11,12,98,33.94773,-83.32736,239,0,172,33,139.04
USW00013873,11,13,98,33.94773,-83.32736,239,0,150,94,73.33
USW00013873,11,14,98,33.94773,-83.32736,239,198,128,100,37.29
USW00013873,11,15,98,33.94773,-83.32736,239,8,217,117,126.58
USW00013873,11,16,98,33.94773,-83.32736,239,150,156,100,44.88
USW00013873,11,17,98,33.94773,-83.32736,239,0,228,106,167.88
USW00013873,11,18,98,33.94773,-83.32736,239,0,178,83,151.42
USW00013873,11,19,98,33.94773,-83.32736,239,0,139,111,29.58
USW00013873,11,20,98,33.94773,-83.32736,239,0,206,100,69
USW00013873,11,21,98,33.94773,-83.32736,239,0,156,33,139.62
USW00013873,11,22,98,33.94773,-83.32736,239,0,161,22,167.29
USW00013873,11,23,98,33.94773,-83.32736,239,0,156,83,57.96
USW00013873,11,24,98,33.94773,-83.32736,239,0,244,117,153.46
USW00013873,11,25,98,33.94773,-83.32736,239,0,194,111,86.54
USW00013873,11,26,98,33.94773,-83.32736,239,0,211,67,158.75
USW00013873,11,27,98,33.94773,-83.32736,239,0,222,72,157.46
USW00013873,11,28,98,33.94773,-83.32736,239,0,228,44,155.38
USW00013873,11,29,98,33.94773,-83.32736,239,0,233,33,153.88
USW00013873,11,30,98,33.94773,-83.32736,239,0,228,78,140.54
USW00013873,12,1,98,33.94773,-83.32736,239,0,239,94,150.96
USW00013873,12,2,98,33.94773,-83.32736,239,0,228,89,150.21
USW00013873,12,3,98,33.94773,-83.32736,239,0,239,78,133.83
USW00013873,12,4,98,33.94773,-83.32736,239,0,239,83,129.42
USW00013873,12,5,98,33.94773,-83.32736,239,0,217,117,72.04
USW00013873,12,6,98,33.94773,-83.32736,239,0,250,139,132.83
USW00013873,12,7,98,33.94773,-83.32736,239,3,222,133,98.58
USW00013873,12,8,98,33.94773,-83.32736,239,64,211,156,54.96
USW00013873,12,9,98,33.94773,-83.32736,239,0,178,78,141.08
USW00013873,12,10,98,33.94773,-83.32736,239,0,150,44,140.42
USW00013873,12,11,98,33.94773,-83.32736,239,0,133,56,37.29
USW00013873,12,12,98,33.94773,-83.32736,239,61,111,56,31.62
USW00013873,12,13,98,33.94773,-83.32736,239,20,111,56,49.54
USW00013873,12,14,98,33.94773,-83.32736,239,0,139,44,62.46
USW00013873,12,15,98,33.94773,-83.32736,239,5,106,0,130.71
USW00013873,12,16,98,33.94773,-83.32736,239,3,178,11,151.67
USW00013873,12,17,98,33.94773,-83.32736,239,0,111,11,138.42
USW00013873,12,18,98,33.94773,-83.32736,239,0,117,-33,130.25
USW00013873,12,19,98,33.94773,-83.32736,239,8,94,22,35.58
USW00013873,12,20,98,33.94773,-83.32736,239,0,167,72,70.75
USW00013873,12,21,98,33.94773,-83.32736,239,0,239,128,105.88
USW00013873,12,22,98,33.94773,-83.32736,239,23,189,56,67.33
USW00013873,12,23,98,33.94773,-83.32736,239,56,67,6,28.79
USW00013873,12,24,98,33.94773,-83.32736,239,196,44,6,29.75
USW00013873,12,25,98,33.94773,-83.32736,239,18,39,11,58.42
USW00013873,12,26,98,33.94773,-83.32736,239,0,100,0,110.08
USW00013873,12,27,98,33.94773,-83.32736,239,0,94,-22,107.04
USW00013873,12,28,98,33.94773,-83.32736,239,15,83,-11,42.71
USW00013873,12,29,98,33.94773,-83.32736,239,0,89,56,39.71
USW00013873,12,30,98,33.94773,-83.32736,239,0,78,0,150.58
USW00013873,12,31,98,33.94773,-83.32736,239,0,117,6,136.04
USW00013873,1,1,99,33.94773,-83.32736,239,0,111,-22,NA
USW00013873,1,2,99,33.94773,-83.32736,239,333,56,0,NA
USW00013873,1,3,99,33.94773,-83.32736,239,0,39,-44,NA
USW00013873,1,4,99,33.94773,-83.32736,239,0,0,-72,NA
USW00013873,1,5,99,33.94773,-83.32736,239,0,0,-94,NA
USW00013873,1,6,99,33.94773,-83.32736,239,0,67,-89,NA
USW00013873,1,7,99,33.94773,-83.32736,239,0,122,-6,NA
USW00013873,1,8,99,33.94773,-83.32736,239,18,156,56,NA
USW00013873,1,9,99,33.94773,-83.32736,239,23,133,-17,NA
USW00013873,1,10,99,33.94773,-83.32736,239,0,78,-44,NA
USW00013873,1,11,99,33.94773,-83.32736,239,0,128,-28,NA
USW00013873,1,12,99,33.94773,-83.32736,239,0,172,0,NA
USW00013873,1,13,99,33.94773,-83.32736,239,0,156,44,NA
USW00013873,1,14,99,33.94773,-83.32736,239,10,194,94,NA
USW00013873,1,15,99,33.94773,-83.32736,239,8,139,22,NA
USW00013873,1,16,99,33.94773,-83.32736,239,0,167,-22,NA
USW00013873,1,17,99,33.94773,-83.32736,239,3,111,17,NA
USW00013873,1,18,99,33.94773,-83.32736,239,5,183,78,NA
USW00013873,1,19,99,33.94773,-83.32736,239,0,194,28,NA
USW00013873,1,20,99,33.94773,-83.32736,239,0,194,28,NA
USW00013873,1,21,99,33.94773,-83.32736,239,0,211,106,NA
USW00013873,1,22,99,33.94773,-83.32736,239,0,239,100,NA
USW00013873,1,23,99,33.94773,-83.32736,239,404,200,150,NA
USW00013873,1,24,99,33.94773,-83.32736,239,3,161,50,NA
USW00013873,1,25,99,33.94773,-83.32736,239,0,200,28,NA
USW00013873,1,26,99,33.94773,-83.32736,239,0,172,44,NA
USW00013873,1,27,99,33.94773,-83.32736,239,0,228,33,NA
USW00013873,1,28,99,33.94773,-83.32736,239,0,239,89,NA
USW00013873,1,29,99,33.94773,-83.32736,239,0,228,94,NA
USW00013873,1,30,99,33.94773,-83.32736,239,282,167,83,NA
USW00013873,1,31,99,33.94773,-83.32736,239,297,83,6,NA
USW00013873,2,1,99,33.94773,-83.32736,239,249,50,6,NA
USW00013873,2,2,99,33.94773,-83.32736,239,0,144,50,NA
USW00013873,2,3,99,33.94773,-83.32736,239,0,183,17,NA
